Dataset,Error_Type,Severity,Route,Method,Clean_Seconds,Rows_Before,Rows_After,Row_Change_Pct,Train_Seconds_After_Clean,Total_Compute_Seconds
Bank Marketing,domain_violations,low,automated_cleaning,IQR clipping,0.01293450000230223,36168,36168,0.0,10.58766746520996,10.600601965212261
Bank Marketing,domain_violations,medium,automated_cleaning,IQR clipping,0.012926199997309595,36168,36168,0.0,10.557708501815796,10.570634701813105
Bank Marketing,domain_violations,high,automated_cleaning,IQR clipping,0.012775199982570484,36168,36168,0.0,10.566758394241333,10.579533594223903
Bank Marketing,duplicates,low,automated_cleaning,drop exact duplicates,0.034220000001369044,37976,36168,-4.760901622077101,10.27008056640625,10.304300566407619
Bank Marketing,duplicates,medium,automated_cleaning,drop exact duplicates,0.033450899994932115,39784,36168,-9.089081037603057,10.204885005950928,10.23833590594586
Bank Marketing,duplicates,high,automated_cleaning,drop exact duplicates,0.034448099992005154,41593,36168,-13.043060130310389,10.155013799667358,10.189461899659364
Bank Marketing,duplicates_minority,low,automated_cleaning,drop exact duplicates,0.029732199996942654,37976,36168,-4.760901622077101,9.824184656143188,9.853916856140131
Bank Marketing,duplicates_minority,medium,automated_cleaning,drop exact duplicates,0.03246769998804666,39784,36168,-9.089081037603057,9.822263240814209,9.854730940802256
Bank Marketing,duplicates_minority,high,automated_cleaning,drop exact duplicates,0.0326335999998264,41593,36168,-13.043060130310389,9.595065355300903,9.62769895530073
Bank Marketing,duplicates_targeted,low,automated_cleaning,drop exact duplicates,0.029751599999144673,37976,36168,-4.760901622077101,9.754909753799437,9.784661353798581
Bank Marketing,duplicates_targeted,medium,automated_cleaning,drop exact duplicates,0.03143239999189973,39784,36168,-9.089081037603057,9.909622192382812,9.941054592374712
Bank Marketing,duplicates_targeted,high,automated_cleaning,drop exact duplicates,0.03292559998226352,41593,36168,-13.043060130310389,9.75741720199585,9.790342801978113
Bank Marketing,feature_noise,low,automated_cleaning,shrink toward median,0.0678388999949675,36168,36168,0.0,11.046104431152342,11.11394333114731
Bank Marketing,feature_noise,medium,automated_cleaning,shrink toward median,0.06684279997716658,36168,36168,0.0,10.89684271812439,10.963685518101556
Bank Marketing,feature_noise,high,automated_cleaning,shrink toward median,0.06789710000157356,36168,36168,0.0,10.906718015670776,10.97461511567235
Bank Marketing,feature_noise_targeted,low,automated_cleaning,shrink toward median,0.06009689997881651,36168,36168,0.0,10.186422586441038,10.246519486419855
Bank Marketing,feature_noise_targeted,medium,automated_cleaning,shrink toward median,0.06179619999602437,36168,36168,0.0,9.874704122543335,9.93650032253936
Bank Marketing,feature_noise_targeted,high,automated_cleaning,shrink toward median,0.06150619999971241,36168,36168,0.0,9.465891599655151,9.527397799654864
Bank Marketing,imbalanced_feature_distribution,low,automated_cleaning,quantile transform,0.04204620001837611,36168,36168,0.0,9.892003297805788,9.934049497824164
Bank Marketing,imbalanced_feature_distribution,medium,automated_cleaning,quantile transform,0.04100050000124611,36168,36168,0.0,9.988990306854246,10.029990806855492
Bank Marketing,imbalanced_feature_distribution,high,automated_cleaning,quantile transform,0.04128350000246428,36168,36168,0.0,9.649001359939577,9.690284859942041
Bank Marketing,invalid_values,low,automated_cleaning,sentinel to NaN then impute,0.01779569999780506,36168,36168,0.0,10.227730989456179,10.245526689453984
Bank Marketing,invalid_values,medium,automated_cleaning,sentinel to NaN then impute,0.018010299972957,36168,36168,0.0,10.472615957260132,10.490626257233089
Bank Marketing,invalid_values,high,automated_cleaning,sentinel to NaN then impute,0.01843690001987852,36168,36168,0.0,10.378980636596681,10.39741753661656
Bank Marketing,missing_values,low,automated_cleaning,KNN imputation,29.386591199989198,36168,36168,0.0,9.95952296257019,39.34611416255939
Bank Marketing,missing_values,medium,automated_cleaning,KNN imputation,75.68762630000128,36168,36168,0.0,9.981639385223389,85.66926568522467
Bank Marketing,missing_values,high,automated_cleaning,KNN imputation,99.0135164000094,36168,36168,0.0,8.165710449218748,107.17922684922814
Bank Marketing,missing_values_mnar,low,automated_cleaning,KNN imputation,40.11360050001531,36168,36168,0.0,10.046135663986208,50.159736164001515
Bank Marketing,missing_values_mnar,medium,automated_cleaning,KNN imputation,72.93398529998376,36168,36168,0.0,9.630290746688843,82.5642760466726
Bank Marketing,missing_values_mnar,high,automated_cleaning,KNN imputation,87.79257009999128,36168,36168,0.0,10.029059648513792,97.82162974850507
Bank Marketing,outliers,low,automated_cleaning,IQR clipping,0.014199799974448979,36168,36168,0.0,10.273203134536743,10.287402934511192
Bank Marketing,outliers,medium,automated_cleaning,IQR clipping,0.013963300007162616,36168,36168,0.0,10.725826501846315,10.739789801853478
Bank Marketing,outliers,high,automated_cleaning,IQR clipping,0.013792500016279519,36168,36168,0.0,10.264553546905516,10.278346046921795
Bank Marketing,outliers_targeted,low,automated_cleaning,IQR clipping,0.01443079998716712,36168,36168,0.0,10.695929527282713,10.71036032726988
Bank Marketing,outliers_targeted,medium,automated_cleaning,IQR clipping,0.014043400005903095,36168,36168,0.0,10.395173072814941,10.409216472820845
Bank Marketing,outliers_targeted,high,automated_cleaning,IQR clipping,0.013337800017325208,36168,36168,0.0,10.401869773864746,10.415207573882071
Bank Marketing,redundant_features,low,automated_cleaning,drop correlated features,0.008938599989051,36168,36168,0.0,10.026667833328247,10.035606433317298
Bank Marketing,redundant_features,medium,automated_cleaning,drop correlated features,0.005927499994868413,36168,36168,0.0,10.604783296585083,10.610710796579951
Bank Marketing,redundant_features,high,automated_cleaning,drop correlated features,0.00990309999906458,36168,36168,0.0,10.502060651779177,10.511963751778241
Bank Marketing,typographical_errors,low,automated_cleaning,fuzzy match to known categories,1.6927502999897115,36168,36168,0.0,10.103356838226318,11.79610713821603
Bank Marketing,typographical_errors,medium,automated_cleaning,fuzzy match to known categories,2.396494700020412,36168,36168,0.0,10.42388606071472,12.820380760735132
Bank Marketing,typographical_errors,high,automated_cleaning,fuzzy match to known categories,3.3748741000017617,36168,36168,0.0,9.15974235534668,12.534616455348441
Telco Churn,categorical_errors,low,automated_cleaning,validate against vocabulary,0.01138330000685528,5625,5625,0.0,1.7637555599212642,1.7751388599281195
Telco Churn,categorical_errors,medium,automated_cleaning,validate against vocabulary,0.01113269999041222,5625,5625,0.0,1.7401034832000728,1.751236183190485
Telco Churn,categorical_errors,high,automated_cleaning,validate against vocabulary,0.010833100008312613,5625,5625,0.0,1.7555754184722898,1.7664085184806024
Telco Churn,class_imbalance,low,automated_cleaning,oversample minority,0.001450299983844161,5476,8260,50.8400292184076,2.522076368331909,2.5235266683157533
Telco Churn,class_imbalance,medium,automated_cleaning,oversample minority,0.0014343000075314194,5252,8260,57.27341964965728,2.5025737285614014,2.504008028568933
Telco Churn,class_imbalance,high,automated_cleaning,oversample minority,0.0014050000172574073,5027,8260,64.31271135866322,2.5065526962280273,2.5079576962452848
Telco Churn,contextual_errors,low,automated_cleaning,IQR clipping,0.004089800000656396,5625,5625,0.0,1.8691608905792234,1.8732506905798798
Telco Churn,contextual_errors,medium,automated_cleaning,IQR clipping,0.0042366000125184655,5625,5625,0.0,1.8721075057983396,1.876344105810858
Telco Churn,contextual_errors,high,automated_cleaning,IQR clipping,0.004740300006233156,5625,5625,0.0,1.8633470535278316,1.8680873535340647
Telco Churn,data_heterogeneity,low,automated_cleaning,re-standardise features,0.0015154000138863921,5625,5625,0.0,1.7788815498352049,1.7803969498490912
Telco Churn,data_heterogeneity,medium,automated_cleaning,re-standardise features,0.001523499988252297,5625,5625,0.0,1.765024423599243,1.7665479235874952
Telco Churn,data_heterogeneity,high,automated_cleaning,re-standardise features,0.0015200000198092312,5625,5625,0.0,1.782234191894531,1.7837541919143403
Telco Churn,data_inconsistency,low,automated_cleaning,consistency rules,0.013779300003079697,5625,5625,0.0,1.7781043052673335,1.7918836052704132
Telco Churn,data_inconsistency,medium,automated_cleaning,consistency rules,0.01383090001763776,5625,5625,0.0,1.782058715820312,1.7958896158379498
Telco Churn,data_inconsistency,high,automated_cleaning,consistency rules,0.012473100010538474,5625,5625,0.0,1.7809145450592039,1.7933876450697424
Telco Churn,data_leakage,low,automated_cleaning,drop features with |corr| > 0.5,0.0007755000260658562,5625,5625,0.0,1.760179758071899,1.7609552580979648
Telco Churn,data_leakage,medium,automated_cleaning,drop features with |corr| > 0.5,0.0009427999902982265,5625,5625,0.0,1.7367944717407222,1.7377372717310204
Telco Churn,data_leakage,high,automated_cleaning,drop features with |corr| > 0.5,0.0009061000018846244,5625,5625,0.0,1.7089252471923826,1.7098313471942672
Telco Churn,domain_violations,low,automated_cleaning,IQR clipping,0.0038204999873414636,5625,5625,0.0,1.8377370834350584,1.8415575834223998
Telco Churn,domain_violations,medium,automated_cleaning,IQR clipping,0.004630700015695766,5625,5625,0.0,1.8479747772216795,1.8526054772373752
Telco Churn,domain_violations,high,automated_cleaning,IQR clipping,0.004219099995680153,5625,5625,0.0,1.8976387977600095,1.9018578977556897
Telco Churn,duplicates,low,automated_cleaning,drop exact duplicates,0.006680199992842972,5906,5610,-5.011852353538774,1.7395145893096922,1.7461947893025351
Telco Churn,duplicates,medium,automated_cleaning,drop exact duplicates,0.00688060000538826,6187,5610,-9.326006141910458,1.7375442981719966,1.7444248981773849
Telco Churn,duplicates,high,automated_cleaning,drop exact duplicates,0.007262099999934435,6468,5610,-13.26530612244898,1.7280421257019039,1.7353042257018383
Telco Churn,duplicates_minority,low,automated_cleaning,drop exact duplicates,0.007213199976831675,5906,5610,-5.011852353538774,1.7966942787170408,1.8039074786938725
Telco Churn,duplicates_minority,medium,automated_cleaning,drop exact duplicates,0.006912999990163371,6187,5610,-9.326006141910458,1.8223638534545896,1.829276853444753
Telco Churn,duplicates_minority,high,automated_cleaning,drop exact duplicates,0.00764070000150241,6468,5610,-13.26530612244898,1.8287975788116453,1.8364382788131477
Telco Churn,duplicates_targeted,low,automated_cleaning,drop exact duplicates,0.006541100010508671,5906,5610,-5.011852353538774,1.7699089050292967,1.7764500050398053
Telco Churn,duplicates_targeted,medium,automated_cleaning,drop exact duplicates,0.006766100006643683,6187,5610,-9.326006141910458,1.7565038204193113,1.763269920425955
Telco Churn,duplicates_targeted,high,automated_cleaning,drop exact duplicates,0.007266500004334375,6468,5610,-13.26530612244898,1.757073879241943,1.7643403792462773
Telco Churn,feature_noise,low,automated_cleaning,shrink toward median,0.007291200017789379,5625,5625,0.0,1.7641882896423335,1.771479489660123
Telco Churn,feature_noise,medium,automated_cleaning,shrink toward median,0.006537699984619394,5625,5625,0.0,1.772245407104492,1.7787831070891114
Telco Churn,feature_noise,high,automated_cleaning,shrink toward median,0.007076800015056506,5625,5625,0.0,1.7846059799194331,1.7916827799344897
Telco Churn,feature_noise_targeted,low,automated_cleaning,shrink toward median,0.0051602999737951905,5625,5625,0.0,1.848173141479492,1.8533334414532872
Telco Churn,feature_noise_targeted,medium,automated_cleaning,shrink toward median,0.005729500000597909,5625,5625,0.0,1.8048236370086665,1.8105531370092645
Telco Churn,feature_noise_targeted,high,automated_cleaning,shrink toward median,0.00632049998966977,5625,5625,0.0,1.8057160377502441,1.812036537739914
Telco Churn,imbalanced_feature_distribution,low,automated_cleaning,quantile transform,0.008353900018846616,5625,5625,0.0,1.8024659156799316,1.8108198156987783
Telco Churn,imbalanced_feature_distribution,medium,automated_cleaning,quantile transform,0.008826800010865554,5625,5625,0.0,1.797448396682739,1.8062751966936046
Telco Churn,imbalanced_feature_distribution,high,automated_cleaning,quantile transform,0.00803609998547472,5625,5625,0.0,1.77505612373352,1.7830922237189948
Telco Churn,invalid_values,low,automated_cleaning,sentinel to NaN then impute,0.004095299984328449,5625,5625,0.0,1.740498304367065,1.7445936043513934
Telco Churn,invalid_values,medium,automated_cleaning,sentinel to NaN then impute,0.005984000017633662,5625,5625,0.0,1.7547841072082517,1.7607681072258854
Telco Churn,invalid_values,high,automated_cleaning,sentinel to NaN then impute,0.0038339000020641834,5625,5625,0.0,1.7401530742645261,1.7439869742665903
Telco Churn,missing_values,low,automated_cleaning,KNN imputation,0.7453125999891199,5625,5625,0.0,1.7135605812072752,2.4588731811963953
Telco Churn,missing_values,medium,automated_cleaning,KNN imputation,1.3429016000009142,5625,5625,0.0,1.7350502014160152,3.0779518014169294
Telco Churn,missing_values,high,automated_cleaning,KNN imputation,1.7788640000217129,5625,5625,0.0,1.6953406333923338,3.474204633414047
Telco Churn,missing_values_mnar,low,automated_cleaning,KNN imputation,0.6911337999918032,5625,5625,0.0,1.7792215347290037,2.470355334720807
Telco Churn,missing_values_mnar,medium,automated_cleaning,KNN imputation,1.1332106000045314,5625,5625,0.0,1.7609579563140867,2.8941685563186184
Telco Churn,missing_values_mnar,high,automated_cleaning,KNN imputation,1.4390296000055969,5625,5625,0.0,1.7865247726440425,3.2255543726496394
Telco Churn,outliers,low,automated_cleaning,IQR clipping,0.0062077000038698316,5625,5625,0.0,1.969504833221435,1.975712533225305
Telco Churn,outliers,medium,automated_cleaning,IQR clipping,0.00673389999428764,5625,5625,0.0,1.87819504737854,1.8849289473728277
Telco Churn,outliers,high,automated_cleaning,IQR clipping,0.005132799997227266,5625,5625,0.0,1.8686146736145015,1.8737474736117288
Telco Churn,outliers_targeted,low,automated_cleaning,IQR clipping,0.0045544999884441495,5625,5625,0.0,1.8526825904846187,1.8572370904730628
Telco Churn,outliers_targeted,medium,automated_cleaning,IQR clipping,0.004706700012320653,5625,5625,0.0,1.8255288600921629,1.8302355601044835
Telco Churn,outliers_targeted,high,automated_cleaning,IQR clipping,0.004805599979590625,5625,5625,0.0,1.861018657684326,1.8658242576639166
Telco Churn,redundant_features,low,automated_cleaning,drop correlated features,0.0027205999940633774,5625,5625,0.0,1.7736206054687496,1.776341205462813
Telco Churn,redundant_features,medium,automated_cleaning,drop correlated features,0.002540199988288805,5625,5625,0.0,1.757834672927856,1.7603748729161448
Telco Churn,redundant_features,high,automated_cleaning,drop correlated features,0.0039363999967463315,5625,5625,0.0,1.7706317901611326,1.774568190157879
Telco Churn,typographical_errors,low,automated_cleaning,fuzzy match to known categories,0.25521680002566427,5625,5625,0.0,1.7946550846099851,2.0498718846356496
Telco Churn,typographical_errors,medium,automated_cleaning,fuzzy match to known categories,0.39730909999343567,5625,5625,0.0,1.7445554733276367,2.1418645733210724
Telco Churn,typographical_errors,high,automated_cleaning,fuzzy match to known categories,0.4730365000141319,5625,5625,0.0,1.7567400932312007,2.2297765932453326
