Dataset,Error_Type,Severity,Model,Condition,Accuracy,Precision,Recall,F1,AUC,Train_Seconds,N_Train_Rows,N_Features,Metadata
German Credit,missing_values_mnar,high,Decision Tree,cleaned,0.62,0.796296296,0.614285714,0.693548387,0.625178571,0.001952887,800,20,"{'error_type': 'missing_values_mnar', 'mechanism': 'MNAR - missingness depends on target', 'intended_rate': 30, 'actual_rate': np.float64(24.9375), 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'KNN imputation', 'reason': 'imputation, though MNAR limits what is recoverable', 'rows_before': 800, 'rows_after': 800, 'test_transformed': False}"
German Credit,missing_values_mnar,high,Random Forest,cleaned,0.67,0.813559322,0.685714286,0.744186047,0.758333333,0.093372822,800,20,"{'error_type': 'missing_values_mnar', 'mechanism': 'MNAR - missingness depends on target', 'intended_rate': 30, 'actual_rate': np.float64(24.9375), 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'KNN imputation', 'reason': 'imputation, though MNAR limits what is recoverable', 'rows_before': 800, 'rows_after': 800, 'test_transformed': False}"
German Credit,missing_values_mnar,high,XGBoost,cleaned,0.625,0.849462366,0.564285714,0.678111588,0.705,0.055221796,800,20,"{'error_type': 'missing_values_mnar', 'mechanism': 'MNAR - missingness depends on target', 'intended_rate': 30, 'actual_rate': np.float64(24.9375), 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'KNN imputation', 'reason': 'imputation, though MNAR limits what is recoverable', 'rows_before': 800, 'rows_after': 800, 'test_transformed': False}"
German Credit,missing_values_mnar,high,LightGBM,cleaned,0.625,0.842105263,0.571428571,0.680851064,0.706190476,0.032233715,800,20,"{'error_type': 'missing_values_mnar', 'mechanism': 'MNAR - missingness depends on target', 'intended_rate': 30, 'actual_rate': np.float64(24.9375), 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'KNN imputation', 'reason': 'imputation, though MNAR limits what is recoverable', 'rows_before': 800, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_targeted,low,Logistic Regression,dirty,0.745,0.802721088,0.842857143,0.822299652,0.780595238,0.003923893,840,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 5, 'duplicates_added': 40, 'corrupted_rows': 840, 'injection_version': 1}"
German Credit,duplicates_targeted,low,Gaussian Naive Bayes,dirty,0.695,0.831932773,0.707142857,0.764478764,0.746428571,0.000975609,840,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 5, 'duplicates_added': 40, 'corrupted_rows': 840, 'injection_version': 1}"
German Credit,duplicates_targeted,low,KNN,dirty,0.69,0.746835443,0.842857143,0.791946309,0.677797619,0,840,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 5, 'duplicates_added': 40, 'corrupted_rows': 840, 'injection_version': 1}"
German Credit,duplicates_targeted,low,MLP,dirty,0.7,0.781690141,0.792857143,0.787234043,0.750714286,0.269331217,840,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 5, 'duplicates_added': 40, 'corrupted_rows': 840, 'injection_version': 1}"
German Credit,duplicates_targeted,low,Decision Tree,dirty,0.66,0.75,0.771428571,0.76056338,0.601428571,0.002929449,840,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 5, 'duplicates_added': 40, 'corrupted_rows': 840, 'injection_version': 1}"
German Credit,duplicates_targeted,low,Random Forest,dirty,0.77,0.801282051,0.892857143,0.844594595,0.804761905,0.095800638,840,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 5, 'duplicates_added': 40, 'corrupted_rows': 840, 'injection_version': 1}"
German Credit,duplicates_targeted,low,XGBoost,dirty,0.765,0.8,0.885714286,0.840677966,0.783452381,0.052272081,840,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 5, 'duplicates_added': 40, 'corrupted_rows': 840, 'injection_version': 1}"
German Credit,duplicates_targeted,low,LightGBM,dirty,0.76,0.798701299,0.878571429,0.836734694,0.795595238,0.034178019,840,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 5, 'duplicates_added': 40, 'corrupted_rows': 840, 'injection_version': 1}"
German Credit,duplicates_targeted,low,Logistic Regression,cleaned,0.74,0.801369863,0.835714286,0.818181818,0.782261905,0.00489974,800,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 5, 'duplicates_added': 40, 'corrupted_rows': 840, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 840, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_targeted,low,Gaussian Naive Bayes,cleaned,0.685,0.834782609,0.685714286,0.752941176,0.748928571,0.000976801,800,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 5, 'duplicates_added': 40, 'corrupted_rows': 840, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 840, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_targeted,low,KNN,cleaned,0.685,0.74522293,0.835714286,0.787878788,0.668511905,0,800,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 5, 'duplicates_added': 40, 'corrupted_rows': 840, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 840, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_targeted,low,MLP,cleaned,0.725,0.793103448,0.821428571,0.807017544,0.770595238,0.24174881,800,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 5, 'duplicates_added': 40, 'corrupted_rows': 840, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 840, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_targeted,low,Decision Tree,cleaned,0.705,0.791366906,0.785714286,0.788530466,0.734464286,0.002883196,800,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 5, 'duplicates_added': 40, 'corrupted_rows': 840, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 840, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_targeted,low,Random Forest,cleaned,0.76,0.7875,0.9,0.84,0.804761905,0.101779222,800,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 5, 'duplicates_added': 40, 'corrupted_rows': 840, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 840, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_targeted,low,XGBoost,cleaned,0.765,0.79245283,0.9,0.842809365,0.791666667,0.045876503,800,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 5, 'duplicates_added': 40, 'corrupted_rows': 840, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 840, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_targeted,low,LightGBM,cleaned,0.735,0.791946309,0.842857143,0.816608997,0.780714286,0.028359652,800,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 5, 'duplicates_added': 40, 'corrupted_rows': 840, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 840, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_targeted,medium,Logistic Regression,dirty,0.735,0.784313725,0.857142857,0.819112628,0.778928571,0.004900455,880,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 10, 'duplicates_added': 80, 'corrupted_rows': 880, 'injection_version': 1}"
German Credit,duplicates_targeted,medium,Gaussian Naive Bayes,dirty,0.685,0.829059829,0.692857143,0.754863813,0.747619048,0.000974894,880,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 10, 'duplicates_added': 80, 'corrupted_rows': 880, 'injection_version': 1}"
German Credit,duplicates_targeted,medium,KNN,dirty,0.685,0.742138365,0.842857143,0.789297659,0.669464286,0.000976086,880,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 10, 'duplicates_added': 80, 'corrupted_rows': 880, 'injection_version': 1}"
German Credit,duplicates_targeted,medium,MLP,dirty,0.73,0.807142857,0.807142857,0.807142857,0.756666667,0.273901463,880,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 10, 'duplicates_added': 80, 'corrupted_rows': 880, 'injection_version': 1}"
German Credit,duplicates_targeted,medium,Decision Tree,dirty,0.69,0.774647887,0.785714286,0.780141844,0.639940476,0.002926111,880,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 10, 'duplicates_added': 80, 'corrupted_rows': 880, 'injection_version': 1}"
German Credit,duplicates_targeted,medium,Random Forest,dirty,0.765,0.785276074,0.914285714,0.844884488,0.821309524,0.098243475,880,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 10, 'duplicates_added': 80, 'corrupted_rows': 880, 'injection_version': 1}"
German Credit,duplicates_targeted,medium,XGBoost,dirty,0.74,0.785714286,0.864285714,0.823129252,0.783690476,0.046406507,880,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 10, 'duplicates_added': 80, 'corrupted_rows': 880, 'injection_version': 1}"
German Credit,duplicates_targeted,medium,LightGBM,dirty,0.76,0.794871795,0.885714286,0.837837838,0.773928571,0.028854609,880,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 10, 'duplicates_added': 80, 'corrupted_rows': 880, 'injection_version': 1}"
German Credit,duplicates_targeted,medium,Logistic Regression,cleaned,0.74,0.801369863,0.835714286,0.818181818,0.782261905,0.003957748,800,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 10, 'duplicates_added': 80, 'corrupted_rows': 880, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 880, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_targeted,medium,Gaussian Naive Bayes,cleaned,0.685,0.834782609,0.685714286,0.752941176,0.748928571,0.000947714,800,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 10, 'duplicates_added': 80, 'corrupted_rows': 880, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 880, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_targeted,medium,KNN,cleaned,0.685,0.74522293,0.835714286,0.787878788,0.668511905,0.0009799,800,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 10, 'duplicates_added': 80, 'corrupted_rows': 880, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 880, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_targeted,medium,MLP,cleaned,0.725,0.793103448,0.821428571,0.807017544,0.770595238,0.235238791,800,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 10, 'duplicates_added': 80, 'corrupted_rows': 880, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 880, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_targeted,medium,Decision Tree,cleaned,0.705,0.791366906,0.785714286,0.788530466,0.734464286,0.002928972,800,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 10, 'duplicates_added': 80, 'corrupted_rows': 880, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 880, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_targeted,medium,Random Forest,cleaned,0.76,0.7875,0.9,0.84,0.804761905,0.099166393,800,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 10, 'duplicates_added': 80, 'corrupted_rows': 880, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 880, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_targeted,medium,XGBoost,cleaned,0.765,0.79245283,0.9,0.842809365,0.791666667,0.046889305,800,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 10, 'duplicates_added': 80, 'corrupted_rows': 880, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 880, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_targeted,medium,LightGBM,cleaned,0.735,0.791946309,0.842857143,0.816608997,0.780714286,0.03065443,800,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 10, 'duplicates_added': 80, 'corrupted_rows': 880, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 880, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_targeted,high,Logistic Regression,dirty,0.75,0.796052632,0.864285714,0.828767123,0.784880952,0.005019426,920,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 15, 'duplicates_added': 120, 'corrupted_rows': 920, 'injection_version': 1}"
German Credit,duplicates_targeted,high,Gaussian Naive Bayes,dirty,0.695,0.831932773,0.707142857,0.764478764,0.750119048,0.00099206,920,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 15, 'duplicates_added': 120, 'corrupted_rows': 920, 'injection_version': 1}"
German Credit,duplicates_targeted,high,KNN,dirty,0.695,0.739393939,0.871428571,0.8,0.688928571,0.001019478,920,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 15, 'duplicates_added': 120, 'corrupted_rows': 920, 'injection_version': 1}"
German Credit,duplicates_targeted,high,MLP,dirty,0.705,0.787234043,0.792857143,0.790035587,0.757380952,0.281666994,920,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 15, 'duplicates_added': 120, 'corrupted_rows': 920, 'injection_version': 1}"
German Credit,duplicates_targeted,high,Decision Tree,dirty,0.695,0.780141844,0.785714286,0.782918149,0.681488095,0.002932787,920,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 15, 'duplicates_added': 120, 'corrupted_rows': 920, 'injection_version': 1}"
German Credit,duplicates_targeted,high,Random Forest,dirty,0.77,0.790123457,0.914285714,0.847682119,0.816428571,0.105286121,920,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 15, 'duplicates_added': 120, 'corrupted_rows': 920, 'injection_version': 1}"
German Credit,duplicates_targeted,high,XGBoost,dirty,0.74,0.789473684,0.857142857,0.821917808,0.783095238,0.06257534,920,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 15, 'duplicates_added': 120, 'corrupted_rows': 920, 'injection_version': 1}"
German Credit,duplicates_targeted,high,LightGBM,dirty,0.78,0.815789474,0.885714286,0.849315068,0.803333333,0.036137819,920,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 15, 'duplicates_added': 120, 'corrupted_rows': 920, 'injection_version': 1}"
German Credit,duplicates_targeted,high,Logistic Regression,cleaned,0.74,0.801369863,0.835714286,0.818181818,0.782261905,0.003904343,800,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 15, 'duplicates_added': 120, 'corrupted_rows': 920, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 920, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_targeted,high,Gaussian Naive Bayes,cleaned,0.685,0.834782609,0.685714286,0.752941176,0.748928571,0.001956224,800,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 15, 'duplicates_added': 120, 'corrupted_rows': 920, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 920, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_targeted,high,KNN,cleaned,0.685,0.74522293,0.835714286,0.787878788,0.668511905,0.00099206,800,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 15, 'duplicates_added': 120, 'corrupted_rows': 920, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 920, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_targeted,high,MLP,cleaned,0.725,0.793103448,0.821428571,0.807017544,0.770595238,0.246024132,800,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 15, 'duplicates_added': 120, 'corrupted_rows': 920, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 920, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_targeted,high,Decision Tree,cleaned,0.705,0.791366906,0.785714286,0.788530466,0.734464286,0.002831936,800,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 15, 'duplicates_added': 120, 'corrupted_rows': 920, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 920, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_targeted,high,Random Forest,cleaned,0.76,0.7875,0.9,0.84,0.804761905,0.123303652,800,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 15, 'duplicates_added': 120, 'corrupted_rows': 920, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 920, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_targeted,high,XGBoost,cleaned,0.765,0.79245283,0.9,0.842809365,0.791666667,0.044903755,800,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 15, 'duplicates_added': 120, 'corrupted_rows': 920, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 920, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_targeted,high,LightGBM,cleaned,0.735,0.791946309,0.842857143,0.816608997,0.780714286,0.030277014,800,20,"{'error_type': 'duplicates_targeted', 'mechanism': 'all duplicates drawn from class 1', 'intended_rate': 15, 'duplicates_added': 120, 'corrupted_rows': 920, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 920, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_minority,low,Logistic Regression,dirty,0.72,0.795774648,0.807142857,0.80141844,0.775119048,0.004880667,840,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 5, 'duplicates_added': 40, 'injection_version': 1}"
German Credit,duplicates_minority,low,Gaussian Naive Bayes,dirty,0.675,0.85046729,0.65,0.736842105,0.747619048,0.001952648,840,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 5, 'duplicates_added': 40, 'injection_version': 1}"
German Credit,duplicates_minority,low,KNN,dirty,0.68,0.760273973,0.792857143,0.776223776,0.669107143,0,840,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 5, 'duplicates_added': 40, 'injection_version': 1}"
German Credit,duplicates_minority,low,MLP,dirty,0.74,0.81884058,0.807142857,0.81294964,0.756309524,0.265228271,840,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 5, 'duplicates_added': 40, 'injection_version': 1}"
German Credit,duplicates_minority,low,Decision Tree,dirty,0.69,0.830508475,0.7,0.759689922,0.676488095,0.002934933,840,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 5, 'duplicates_added': 40, 'injection_version': 1}"
German Credit,duplicates_minority,low,Random Forest,dirty,0.78,0.811688312,0.892857143,0.850340136,0.815952381,0.101802111,840,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 5, 'duplicates_added': 40, 'injection_version': 1}"
German Credit,duplicates_minority,low,XGBoost,dirty,0.76,0.798701299,0.878571429,0.836734694,0.773333333,0.052248716,840,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 5, 'duplicates_added': 40, 'injection_version': 1}"
German Credit,duplicates_minority,low,LightGBM,dirty,0.76,0.806666667,0.864285714,0.834482759,0.782738095,0.036167622,840,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 5, 'duplicates_added': 40, 'injection_version': 1}"
German Credit,duplicates_minority,low,Logistic Regression,cleaned,0.74,0.801369863,0.835714286,0.818181818,0.782261905,0.003906965,800,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 5, 'duplicates_added': 40, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 840, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_minority,low,Gaussian Naive Bayes,cleaned,0.685,0.834782609,0.685714286,0.752941176,0.748928571,0.000979424,800,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 5, 'duplicates_added': 40, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 840, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_minority,low,KNN,cleaned,0.685,0.74522293,0.835714286,0.787878788,0.668511905,0.001507998,800,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 5, 'duplicates_added': 40, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 840, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_minority,low,MLP,cleaned,0.725,0.793103448,0.821428571,0.807017544,0.770595238,0.263496637,800,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 5, 'duplicates_added': 40, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 840, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_minority,low,Decision Tree,cleaned,0.705,0.791366906,0.785714286,0.788530466,0.734464286,0.002928734,800,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 5, 'duplicates_added': 40, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 840, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_minority,low,Random Forest,cleaned,0.76,0.7875,0.9,0.84,0.804761905,0.126024723,800,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 5, 'duplicates_added': 40, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 840, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_minority,low,XGBoost,cleaned,0.765,0.79245283,0.9,0.842809365,0.791666667,0.055313349,800,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 5, 'duplicates_added': 40, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 840, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_minority,low,LightGBM,cleaned,0.735,0.791946309,0.842857143,0.816608997,0.780714286,0.031247616,800,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 5, 'duplicates_added': 40, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'drop exact duplicates', 'reason': 'exact-match deduplication', 'rows_before': 840, 'rows_after': 800, 'test_transformed': False}"
German Credit,duplicates_minority,medium,Logistic Regression,dirty,0.725,0.810218978,0.792857143,0.801444043,0.781071429,0.004888058,880,20,"{'error_type': 'duplicates_minority', 'mechanism': 'all duplicates drawn from minority class 0', 'intended_rate': 10, 'duplicates_added': 80, 'injection_version': 1}"
