Dataset,Error_Type,Severity,Model,Condition,Accuracy,Precision,Recall,F1,AUC,Train_Seconds,N_Train_Rows,N_Features,Metadata
Bank Marketing,domain_violations,medium,Decision Tree,cleaned,0.895941612,0.616302187,0.293005671,0.397181294,0.851080062,0.088429928,36168,16,"{'error_type': 'domain_violations', 'intended_rate': 10, 'actual_rate': 9.999763010711916, 'violations_added': 25317, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'range rules', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': True}"
Bank Marketing,domain_violations,medium,Random Forest,cleaned,0.89826385,0.757462687,0.191871456,0.306184012,0.918834227,0.30112195,36168,16,"{'error_type': 'domain_violations', 'intended_rate': 10, 'actual_rate': 9.999763010711916, 'violations_added': 25317, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'range rules', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': True}"
Bank Marketing,domain_violations,medium,XGBoost,cleaned,0.904124737,0.693711968,0.323251418,0.441005803,0.92996817,0.123576641,36168,16,"{'error_type': 'domain_violations', 'intended_rate': 10, 'actual_rate': 9.999763010711916, 'violations_added': 25317, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'range rules', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': True}"
Bank Marketing,domain_violations,medium,LightGBM,cleaned,0.904788234,0.703933747,0.321361059,0.441271901,0.929521681,0.112830162,36168,16,"{'error_type': 'domain_violations', 'intended_rate': 10, 'actual_rate': 9.999763010711916, 'violations_added': 25317, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'range rules', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': True}"
Bank Marketing,domain_violations,high,Logistic Regression,dirty,0.883003428,0,0,0,0.718953188,0.015181065,36168,16,"{'error_type': 'domain_violations', 'intended_rate': 15, 'actual_rate': 14.999842007141279, 'violations_added': 37976, 'injection_version': 1}"
Bank Marketing,domain_violations,high,Gaussian Naive Bayes,dirty,0.855910649,0.318518519,0.203213611,0.248124639,0.703358258,0.007813215,36168,16,"{'error_type': 'domain_violations', 'intended_rate': 15, 'actual_rate': 14.999842007141279, 'violations_added': 37976, 'injection_version': 1}"
Bank Marketing,domain_violations,high,KNN,dirty,0.88466217,0.520215633,0.18241966,0.270118964,0.722351396,0.002928734,36168,16,"{'error_type': 'domain_violations', 'intended_rate': 15, 'actual_rate': 14.999842007141279, 'violations_added': 37976, 'injection_version': 1}"
Bank Marketing,domain_violations,high,MLP,dirty,0.898706182,0.613782051,0.362003781,0.455410226,0.892183122,9.926398516,36168,16,"{'error_type': 'domain_violations', 'intended_rate': 15, 'actual_rate': 14.999842007141279, 'violations_added': 37976, 'injection_version': 1}"
Bank Marketing,domain_violations,high,Decision Tree,dirty,0.895720447,0.581100141,0.389413989,0.466327108,0.865478514,0.085388422,36168,16,"{'error_type': 'domain_violations', 'intended_rate': 15, 'actual_rate': 14.999842007141279, 'violations_added': 37976, 'injection_version': 1}"
Bank Marketing,domain_violations,high,Random Forest,dirty,0.898927347,0.738410596,0.210775047,0.327941176,0.919739871,0.28752923,36168,16,"{'error_type': 'domain_violations', 'intended_rate': 15, 'actual_rate': 14.999842007141279, 'violations_added': 37976, 'injection_version': 1}"
Bank Marketing,domain_violations,high,XGBoost,dirty,0.907884552,0.65060241,0.459357278,0.538504155,0.930763021,0.125068665,36168,16,"{'error_type': 'domain_violations', 'intended_rate': 15, 'actual_rate': 14.999842007141279, 'violations_added': 37976, 'injection_version': 1}"
Bank Marketing,domain_violations,high,LightGBM,dirty,0.907552803,0.655898876,0.441398866,0.527683616,0.930300907,0.11283493,36168,16,"{'error_type': 'domain_violations', 'intended_rate': 15, 'actual_rate': 14.999842007141279, 'violations_added': 37976, 'injection_version': 1}"
Bank Marketing,domain_violations,high,Logistic Regression,cleaned,0.884883335,0.593406593,0.051039698,0.093994778,0.858230283,0.017574787,36168,16,"{'error_type': 'domain_violations', 'intended_rate': 15, 'actual_rate': 14.999842007141279, 'violations_added': 37976, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'range rules', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': True}"
Bank Marketing,domain_violations,high,Gaussian Naive Bayes,cleaned,0.880017693,0.481532148,0.332703214,0.393515931,0.800776622,0.00782609,36168,16,"{'error_type': 'domain_violations', 'intended_rate': 15, 'actual_rate': 14.999842007141279, 'violations_added': 37976, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'range rules', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': True}"
Bank Marketing,domain_violations,high,KNN,cleaned,0.887205573,0.55026455,0.196597353,0.289693593,0.767792636,0.003905535,36168,16,"{'error_type': 'domain_violations', 'intended_rate': 15, 'actual_rate': 14.999842007141279, 'violations_added': 37976, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'range rules', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': True}"
Bank Marketing,domain_violations,high,MLP,cleaned,0.897158023,0.69047619,0.219281664,0.332855093,0.887545528,9.920204878,36168,16,"{'error_type': 'domain_violations', 'intended_rate': 15, 'actual_rate': 14.999842007141279, 'violations_added': 37976, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'range rules', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': True}"
Bank Marketing,domain_violations,high,Decision Tree,cleaned,0.894172288,0.610989011,0.262759924,0.367481824,0.857796696,0.089552164,36168,16,"{'error_type': 'domain_violations', 'intended_rate': 15, 'actual_rate': 14.999842007141279, 'violations_added': 37976, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'range rules', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': True}"
Bank Marketing,domain_violations,high,Random Forest,cleaned,0.89826385,0.75,0.195652174,0.310344828,0.916938541,0.28735137,36168,16,"{'error_type': 'domain_violations', 'intended_rate': 15, 'actual_rate': 14.999842007141279, 'violations_added': 37976, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'range rules', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': True}"
Bank Marketing,domain_violations,high,XGBoost,cleaned,0.904014155,0.684824903,0.332703214,0.44783715,0.927349366,0.128489733,36168,16,"{'error_type': 'domain_violations', 'intended_rate': 15, 'actual_rate': 14.999842007141279, 'violations_added': 37976, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'range rules', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': True}"
Bank Marketing,domain_violations,high,LightGBM,cleaned,0.904898817,0.701219512,0.326086957,0.44516129,0.925567907,0.111853838,36168,16,"{'error_type': 'domain_violations', 'intended_rate': 15, 'actual_rate': 14.999842007141279, 'violations_added': 37976, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'range rules', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': True}"
Telco Churn,outliers,low,Logistic Regression,dirty,0.789623312,0.619631902,0.540106952,0.577142857,0.824224392,0.006835461,5625,19,"{'error_type': 'outliers', 'intended_rate': 1, 'actual_rate': 0.9955555555555556, 'outliers_added': 224, 'injection_version': 1}"
Telco Churn,outliers,low,Gaussian Naive Bayes,dirty,0.732054016,0.497217069,0.71657754,0.587075575,0.810769991,0.001964808,5625,19,"{'error_type': 'outliers', 'intended_rate': 1, 'actual_rate': 0.9955555555555556, 'outliers_added': 224, 'injection_version': 1}"
Telco Churn,outliers,low,KNN,dirty,0.748400853,0.526455026,0.532085561,0.529255319,0.766605753,0.000993967,5625,19,"{'error_type': 'outliers', 'intended_rate': 1, 'actual_rate': 0.9955555555555556, 'outliers_added': 224, 'injection_version': 1}"
Telco Churn,outliers,low,MLP,dirty,0.778962331,0.600638978,0.502673797,0.547307132,0.810358439,1.598681927,5625,19,"{'error_type': 'outliers', 'intended_rate': 1, 'actual_rate': 0.9955555555555556, 'outliers_added': 224, 'injection_version': 1}"
Telco Churn,outliers,low,Decision Tree,dirty,0.767590618,0.586715867,0.42513369,0.493023256,0.749993529,0.012245178,5625,19,"{'error_type': 'outliers', 'intended_rate': 1, 'actual_rate': 0.9955555555555556, 'outliers_added': 224, 'injection_version': 1}"
Telco Churn,outliers,low,Random Forest,dirty,0.783937456,0.61589404,0.497326203,0.550295858,0.829559044,0.131707191,5625,19,"{'error_type': 'outliers', 'intended_rate': 1, 'actual_rate': 0.9955555555555556, 'outliers_added': 224, 'injection_version': 1}"
Telco Churn,outliers,low,XGBoost,dirty,0.782515991,0.60625,0.518716578,0.55907781,0.82096821,0.070832014,5625,19,"{'error_type': 'outliers', 'intended_rate': 1, 'actual_rate': 0.9955555555555556, 'outliers_added': 224, 'injection_version': 1}"
Telco Churn,outliers,low,LightGBM,dirty,0.789623312,0.624203822,0.524064171,0.569767442,0.827238561,0.054243088,5625,19,"{'error_type': 'outliers', 'intended_rate': 1, 'actual_rate': 0.9955555555555556, 'outliers_added': 224, 'injection_version': 1}"
Telco Churn,outliers,low,Logistic Regression,cleaned,0.78535892,0.610429448,0.532085561,0.568571429,0.824951727,0.007815599,5625,19,"{'error_type': 'outliers', 'intended_rate': 1, 'actual_rate': 0.9955555555555556, 'outliers_added': 224, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers,low,Gaussian Naive Bayes,cleaned,0.734896944,0.500927644,0.721925134,0.591456736,0.810749284,0.001951933,5625,19,"{'error_type': 'outliers', 'intended_rate': 1, 'actual_rate': 0.9955555555555556, 'outliers_added': 224, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers,low,KNN,cleaned,0.749111585,0.528,0.529411765,0.52870494,0.766930595,0.000977039,5625,19,"{'error_type': 'outliers', 'intended_rate': 1, 'actual_rate': 0.9955555555555556, 'outliers_added': 224, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers,low,MLP,cleaned,0.774697939,0.591054313,0.494652406,0.538573508,0.807371448,1.683337212,5625,19,"{'error_type': 'outliers', 'intended_rate': 1, 'actual_rate': 0.9955555555555556, 'outliers_added': 224, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers,low,Decision Tree,cleaned,0.767590618,0.586715867,0.42513369,0.493023256,0.749993529,0.013694763,5625,19,"{'error_type': 'outliers', 'intended_rate': 1, 'actual_rate': 0.9955555555555556, 'outliers_added': 224, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers,low,Random Forest,cleaned,0.784648188,0.617940199,0.497326203,0.551111111,0.82949304,0.130796671,5625,19,"{'error_type': 'outliers', 'intended_rate': 1, 'actual_rate': 0.9955555555555556, 'outliers_added': 224, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers,low,XGBoost,cleaned,0.782515991,0.60625,0.518716578,0.55907781,0.82096821,0.073758125,5625,19,"{'error_type': 'outliers', 'intended_rate': 1, 'actual_rate': 0.9955555555555556, 'outliers_added': 224, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers,low,LightGBM,cleaned,0.787491116,0.61682243,0.529411765,0.569784173,0.826380513,0.057173491,5625,19,"{'error_type': 'outliers', 'intended_rate': 1, 'actual_rate': 0.9955555555555556, 'outliers_added': 224, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers,medium,Logistic Regression,dirty,0.779673063,0.603225806,0.5,0.546783626,0.810824347,0.005861044,5625,19,"{'error_type': 'outliers', 'intended_rate': 5, 'actual_rate': 4.995555555555556, 'outliers_added': 1124, 'injection_version': 1}"
Telco Churn,outliers,medium,Gaussian Naive Bayes,dirty,0.73347548,0.499072356,0.719251337,0.589266156,0.80784771,0.001953125,5625,19,"{'error_type': 'outliers', 'intended_rate': 5, 'actual_rate': 4.995555555555556, 'outliers_added': 1124, 'injection_version': 1}"
Telco Churn,outliers,medium,KNN,dirty,0.743425729,0.516795866,0.534759358,0.525624179,0.767402975,0.000976563,5625,19,"{'error_type': 'outliers', 'intended_rate': 5, 'actual_rate': 4.995555555555556, 'outliers_added': 1124, 'injection_version': 1}"
Telco Churn,outliers,medium,MLP,dirty,0.771144279,0.579754601,0.505347594,0.54,0.810591393,1.558234692,5625,19,"{'error_type': 'outliers', 'intended_rate': 5, 'actual_rate': 4.995555555555556, 'outliers_added': 1124, 'injection_version': 1}"
Telco Churn,outliers,medium,Decision Tree,dirty,0.773987207,0.578212291,0.553475936,0.56557377,0.76143417,0.012713671,5625,19,"{'error_type': 'outliers', 'intended_rate': 5, 'actual_rate': 4.995555555555556, 'outliers_added': 1124, 'injection_version': 1}"
Telco Churn,outliers,medium,Random Forest,dirty,0.78891258,0.632302405,0.49197861,0.553383459,0.830990418,0.13483882,5625,19,"{'error_type': 'outliers', 'intended_rate': 5, 'actual_rate': 4.995555555555556, 'outliers_added': 1124, 'injection_version': 1}"
Telco Churn,outliers,medium,XGBoost,dirty,0.786069652,0.613707165,0.526737968,0.566906475,0.828545693,0.069350958,5625,19,"{'error_type': 'outliers', 'intended_rate': 5, 'actual_rate': 4.995555555555556, 'outliers_added': 1124, 'injection_version': 1}"
Telco Churn,outliers,medium,LightGBM,dirty,0.78535892,0.610429448,0.532085561,0.568571429,0.831414912,0.061074495,5625,19,"{'error_type': 'outliers', 'intended_rate': 5, 'actual_rate': 4.995555555555556, 'outliers_added': 1124, 'injection_version': 1}"
Telco Churn,outliers,medium,Logistic Regression,cleaned,0.781805259,0.608414239,0.502673797,0.550512445,0.811574978,0.006836176,5625,19,"{'error_type': 'outliers', 'intended_rate': 5, 'actual_rate': 4.995555555555556, 'outliers_added': 1124, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers,medium,Gaussian Naive Bayes,cleaned,0.734896944,0.500927644,0.721925134,0.591456736,0.808047015,0.00098443,5625,19,"{'error_type': 'outliers', 'intended_rate': 5, 'actual_rate': 4.995555555555556, 'outliers_added': 1124, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers,medium,KNN,cleaned,0.745557925,0.520833333,0.534759358,0.527704485,0.764375864,0.000976086,5625,19,"{'error_type': 'outliers', 'intended_rate': 5, 'actual_rate': 4.995555555555556, 'outliers_added': 1124, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers,medium,MLP,cleaned,0.765458422,0.566666667,0.5,0.53125,0.808981421,1.584422588,5625,19,"{'error_type': 'outliers', 'intended_rate': 5, 'actual_rate': 4.995555555555556, 'outliers_added': 1124, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers,medium,Decision Tree,cleaned,0.775408671,0.581005587,0.556149733,0.568306011,0.764206325,0.012364149,5625,19,"{'error_type': 'outliers', 'intended_rate': 5, 'actual_rate': 4.995555555555556, 'outliers_added': 1124, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers,medium,Random Forest,cleaned,0.78891258,0.632302405,0.49197861,0.553383459,0.830895942,0.130705833,5625,19,"{'error_type': 'outliers', 'intended_rate': 5, 'actual_rate': 4.995555555555556, 'outliers_added': 1124, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers,medium,XGBoost,cleaned,0.786069652,0.613707165,0.526737968,0.566906475,0.828545693,0.085234642,5625,19,"{'error_type': 'outliers', 'intended_rate': 5, 'actual_rate': 4.995555555555556, 'outliers_added': 1124, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers,medium,LightGBM,cleaned,0.794598436,0.632398754,0.542780749,0.584172662,0.832507209,0.056671143,5625,19,"{'error_type': 'outliers', 'intended_rate': 5, 'actual_rate': 4.995555555555556, 'outliers_added': 1124, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers,high,Logistic Regression,dirty,0.770433547,0.583606557,0.475935829,0.524300442,0.803856428,0.003906965,5625,19,"{'error_type': 'outliers', 'intended_rate': 10, 'actual_rate': 9.991111111111111, 'outliers_added': 2248, 'injection_version': 1}"
Telco Churn,outliers,high,Gaussian Naive Bayes,dirty,0.732054016,0.497217069,0.71657754,0.587075575,0.805230858,0.001952887,5625,19,"{'error_type': 'outliers', 'intended_rate': 10, 'actual_rate': 9.991111111111111, 'outliers_added': 2248, 'injection_version': 1}"
Telco Churn,outliers,high,KNN,dirty,0.724946695,0.483627204,0.513368984,0.498054475,0.745013485,0.000977278,5625,19,"{'error_type': 'outliers', 'intended_rate': 10, 'actual_rate': 9.991111111111111, 'outliers_added': 2248, 'injection_version': 1}"
Telco Churn,outliers,high,MLP,dirty,0.764036958,0.563636364,0.497326203,0.528409091,0.798156814,1.589713573,5625,19,"{'error_type': 'outliers', 'intended_rate': 10, 'actual_rate': 9.991111111111111, 'outliers_added': 2248, 'injection_version': 1}"
Telco Churn,outliers,high,Decision Tree,dirty,0.749822317,0.532738095,0.478609626,0.504225352,0.741077853,0.01174736,5625,19,"{'error_type': 'outliers', 'intended_rate': 10, 'actual_rate': 9.991111111111111, 'outliers_added': 2248, 'injection_version': 1}"
Telco Churn,outliers,high,Random Forest,dirty,0.78535892,0.623287671,0.486631016,0.546546547,0.827409394,0.124067068,5625,19,"{'error_type': 'outliers', 'intended_rate': 10, 'actual_rate': 9.991111111111111, 'outliers_added': 2248, 'injection_version': 1}"
Telco Churn,outliers,high,XGBoost,dirty,0.789623312,0.623417722,0.526737968,0.571014493,0.821907792,0.073754311,5625,19,"{'error_type': 'outliers', 'intended_rate': 10, 'actual_rate': 9.991111111111111, 'outliers_added': 2248, 'injection_version': 1}"
Telco Churn,outliers,high,LightGBM,dirty,0.78891258,0.620689655,0.529411765,0.571428571,0.820337939,0.058590651,5625,19,"{'error_type': 'outliers', 'intended_rate': 10, 'actual_rate': 9.991111111111111, 'outliers_added': 2248, 'injection_version': 1}"
Telco Churn,outliers,high,Logistic Regression,cleaned,0.770433547,0.583606557,0.475935829,0.524300442,0.804195506,0.005857944,5625,19,"{'error_type': 'outliers', 'intended_rate': 10, 'actual_rate': 9.991111111111111, 'outliers_added': 2248, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers,high,Gaussian Naive Bayes,cleaned,0.730632552,0.495327103,0.70855615,0.583058306,0.805324039,0.001958132,5625,19,"{'error_type': 'outliers', 'intended_rate': 10, 'actual_rate': 9.991111111111111, 'outliers_added': 2248, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers,high,KNN,cleaned,0.727078891,0.487179487,0.50802139,0.497382199,0.747767522,0.000993967,5625,19,"{'error_type': 'outliers', 'intended_rate': 10, 'actual_rate': 9.991111111111111, 'outliers_added': 2248, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers,high,MLP,cleaned,0.765458422,0.565868263,0.505347594,0.533898305,0.797665022,1.587522268,5625,19,"{'error_type': 'outliers', 'intended_rate': 10, 'actual_rate': 9.991111111111111, 'outliers_added': 2248, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers,high,Decision Tree,cleaned,0.749822317,0.532738095,0.478609626,0.504225352,0.741077853,0.011604786,5625,19,"{'error_type': 'outliers', 'intended_rate': 10, 'actual_rate': 9.991111111111111, 'outliers_added': 2248, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers,high,Random Forest,cleaned,0.78535892,0.623287671,0.486631016,0.546546547,0.827417159,0.131705284,5625,19,"{'error_type': 'outliers', 'intended_rate': 10, 'actual_rate': 9.991111111111111, 'outliers_added': 2248, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers,high,XGBoost,cleaned,0.789623312,0.623417722,0.526737968,0.571014493,0.821907792,0.071801424,5625,19,"{'error_type': 'outliers', 'intended_rate': 10, 'actual_rate': 9.991111111111111, 'outliers_added': 2248, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers,high,LightGBM,cleaned,0.783937456,0.609375,0.521390374,0.561959654,0.823700245,0.057170868,5625,19,"{'error_type': 'outliers', 'intended_rate': 10, 'actual_rate': 9.991111111111111, 'outliers_added': 2248, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
Telco Churn,outliers_targeted,low,Logistic Regression,dirty,0.789623312,0.618902439,0.542780749,0.578347578,0.825399516,0.007815123,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 1, 'outliers_added': 225, 'injection_version': 1}"
Telco Churn,outliers_targeted,low,Gaussian Naive Bayes,dirty,0.729211087,0.493506494,0.711229947,0.582694414,0.80986147,0.001952887,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 1, 'outliers_added': 225, 'injection_version': 1}"
Telco Churn,outliers_targeted,low,KNN,dirty,0.744136461,0.518134715,0.534759358,0.526315789,0.768505625,0.000976801,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 1, 'outliers_added': 225, 'injection_version': 1}"
Telco Churn,outliers_targeted,low,MLP,dirty,0.776119403,0.589665653,0.518716578,0.551920341,0.81444808,1.598412037,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 1, 'outliers_added': 225, 'injection_version': 1}"
Telco Churn,outliers_targeted,low,Decision Tree,dirty,0.746979389,0.529411765,0.43315508,0.476470588,0.744433688,0.012923479,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 1, 'outliers_added': 225, 'injection_version': 1}"
Telco Churn,outliers_targeted,low,Random Forest,dirty,0.790334044,0.636678201,0.49197861,0.55505279,0.829854119,0.12979579,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 1, 'outliers_added': 225, 'injection_version': 1}"
Telco Churn,outliers_targeted,low,XGBoost,dirty,0.782515991,0.605590062,0.521390374,0.560344828,0.822953497,0.080603123,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 1, 'outliers_added': 225, 'injection_version': 1}"
Telco Churn,outliers_targeted,low,LightGBM,dirty,0.78891258,0.619937695,0.532085561,0.572661871,0.82629639,0.056200981,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 1, 'outliers_added': 225, 'injection_version': 1}"
Telco Churn,outliers_targeted,low,Logistic Regression,cleaned,0.789623312,0.618902439,0.542780749,0.578347578,0.825469403,0.007810593,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 1, 'outliers_added': 225, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'IQR clipping', 'reason': 'winsorisation', 'rows_before': 5625, 'rows_after': 5625, 'test_transformed': True}"
