Dataset,Error_Type,Severity,Model,Condition,Accuracy,Precision,Recall,F1,AUC,Balanced_Accuracy,AUPRC,Train_Seconds,N_Train_Rows,N_Features,Metadata,Random_State
Breast Cancer,ambiguous_labels,low,Logistic Regression,dirty,0.9736842105263158,0.975609756097561,0.9523809523809523,0.963855421686747,0.9927248677248678,0.9692460317460317,0.9898425603303653,0.31263160705566406,455,30,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 15, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Breast Cancer,ambiguous_labels,low,Gaussian Naive Bayes,dirty,0.9210526315789473,0.9230769230769231,0.8571428571428571,0.8888888888888888,0.9897486772486772,0.9077380952380952,0.983399210783561,0.0009768009185791016,455,30,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 15, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Breast Cancer,ambiguous_labels,low,KNN,dirty,0.9649122807017544,0.975,0.9285714285714286,0.9512195121951219,0.9927248677248677,0.9573412698412699,0.9833160800552105,0.0021810531616210938,455,30,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 15, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Breast Cancer,ambiguous_labels,low,MLP,dirty,0.9736842105263158,0.975609756097561,0.9523809523809523,0.963855421686747,0.9874338624338624,0.9692460317460317,0.9869358178053831,0.2739136219024658,455,30,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 15, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Breast Cancer,ambiguous_labels,low,Decision Tree,dirty,0.868421052631579,0.7755102040816326,0.9047619047619048,0.8351648351648352,0.8759920634920635,0.8759920634920635,0.7367398087054371,0.012268543243408203,455,30,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 15, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Breast Cancer,ambiguous_labels,low,Random Forest,dirty,0.956140350877193,0.9512195121951219,0.9285714285714286,0.9397590361445783,0.9915674603174603,0.9503968253968254,0.9875894318447509,0.15714025497436523,455,30,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 15, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Breast Cancer,ambiguous_labels,low,XGBoost,dirty,0.9473684210526315,0.8913043478260869,0.9761904761904762,0.9318181818181818,0.994378306878307,0.9533730158730158,0.9915758183615327,0.18477249145507812,455,30,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 15, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Breast Cancer,ambiguous_labels,low,LightGBM,dirty,0.9649122807017544,0.9318181818181818,0.9761904761904762,0.9534883720930233,0.9953703703703705,0.9672619047619048,0.9931800388611021,0.03288412094116211,455,30,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 15, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
German Credit,ambiguous_labels,low,Logistic Regression,dirty,0.725,0.7931034482758621,0.8214285714285714,0.8070175438596491,0.7711904761904762,0.6607142857142857,0.8795038797980091,0.004292488098144531,800,20,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 28, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
German Credit,ambiguous_labels,low,Gaussian Naive Bayes,dirty,0.665,0.8173913043478261,0.6714285714285714,0.7372549019607844,0.7365476190476191,0.6607142857142857,0.8469162096876386,0.0010085105895996094,800,20,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 28, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
German Credit,ambiguous_labels,low,KNN,dirty,0.685,0.7549668874172185,0.8142857142857143,0.7835051546391752,0.6582738095238095,0.5988095238095238,0.7924710696241527,0.0009772777557373047,800,20,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 28, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
German Credit,ambiguous_labels,low,MLP,dirty,0.72,0.8,0.8,0.8,0.7546428571428571,0.6666666666666667,0.8672059284777511,0.38102054595947266,800,20,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 28, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
German Credit,ambiguous_labels,low,Decision Tree,dirty,0.655,0.784,0.7,0.7396226415094339,0.6307142857142858,0.625,0.7753124916176144,0.002810955047607422,800,20,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 28, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
German Credit,ambiguous_labels,low,Random Forest,dirty,0.78,0.8,0.9142857142857143,0.8533333333333334,0.8126190476190476,0.6904761904761905,0.9095458921293281,0.15168452262878418,800,20,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 28, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
German Credit,ambiguous_labels,low,XGBoost,dirty,0.745,0.7947019867549668,0.8571428571428571,0.8247422680412371,0.77,0.6702380952380952,0.886634151762441,0.054192304611206055,800,20,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 28, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
German Credit,ambiguous_labels,low,LightGBM,dirty,0.745,0.7947019867549668,0.8571428571428571,0.8247422680412371,0.7772619047619046,0.6702380952380952,0.8876608228919655,0.037104129791259766,800,20,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 28, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Adult Income,ambiguous_labels,low,Logistic Regression,dirty,0.8178352395159953,0.7202185792349727,0.4387483355525965,0.5453040959867604,0.8499699216611354,0.6911243333026722,0.6893157673494044,0.020503759384155273,24129,14,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 844, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Adult Income,ambiguous_labels,low,Gaussian Naive Bayes,dirty,0.7924747223603514,0.680635838150289,0.31358189081225035,0.4293527803099362,0.8468357205473993,0.6324033929894401,0.6709993380938454,0.009763717651367188,24129,14,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 844, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Adult Income,ambiguous_labels,low,KNN,dirty,0.813691364163766,0.637155297532656,0.5845539280958721,0.6097222222222223,0.8351793724015739,0.737101506091635,0.6083087416997484,0.06565570831298828,24129,14,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 844, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Adult Income,ambiguous_labels,low,MLP,dirty,0.8425327366152826,0.7346938775510204,0.5752330226364847,0.6452576549663929,0.8928019464079527,0.7531870255535105,0.7553144654385592,8.801711320877075,24129,14,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 844, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Adult Income,ambiguous_labels,low,Decision Tree,dirty,0.8289408254599702,0.6676176890156919,0.6231691078561917,0.6446280991735537,0.874919000076702,0.7601610271128233,0.7005028436461296,0.07663178443908691,24129,14,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 844, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Adult Income,ambiguous_labels,low,Random Forest,dirty,0.8521465274324548,0.7899239543726235,0.5532623169107856,0.6507439310884886,0.906948904440221,0.7522436060387078,0.793762268605813,0.27002644538879395,24129,14,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 844, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Adult Income,ambiguous_labels,low,XGBoost,dirty,0.8475053870379579,0.7127192982456141,0.6491344873501997,0.6794425087108014,0.9077639730561562,0.7811993337214472,0.7671472105847609,0.10015630722045898,24129,14,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 844, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Adult Income,ambiguous_labels,low,LightGBM,dirty,0.8475053870379579,0.7130307467057101,0.6484687083888149,0.6792189679218968,0.9072505694606853,0.7809767951566674,0.7641121936964128,0.08653879165649414,24129,14,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 844, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Bank Marketing,ambiguous_labels,low,Logistic Regression,dirty,0.8900807254229791,0.6038961038961039,0.17580340264650285,0.27232796486090777,0.8703469288469756,0.5802623775912539,0.4560485956860394,0.01854681968688965,36168,16,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 1265, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Bank Marketing,ambiguous_labels,low,Gaussian Naive Bayes,dirty,0.8762578790224483,0.47081339712918663,0.46502835538752363,0.46790299572039945,0.8355321828617694,0.6978867512692157,0.40787878292544455,0.0069315433502197266,36168,16,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 1265, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Bank Marketing,ambiguous_labels,low,KNN,dirty,0.8888643149397324,0.5421303656597775,0.3223062381852552,0.4042679312388856,0.769883453497993,0.6431193056925024,0.35635059020014886,0.0039055347442626953,36168,16,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 1265, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Bank Marketing,ambiguous_labels,low,MLP,dirty,0.8905230565077961,0.5455764075067024,0.3846880907372401,0.45121951219512196,0.8485466014372413,0.6711167441788892,0.4626882848602441,8.843220472335815,36168,16,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 1265, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Bank Marketing,ambiguous_labels,low,Decision Tree,dirty,0.8677430056397213,0.43287937743190663,0.42060491493383745,0.42665388302972196,0.811242724721329,0.673796508813193,0.34822426110025373,0.08160877227783203,36168,16,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 1265, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Bank Marketing,ambiguous_labels,low,Random Forest,dirty,0.8849939179475838,0.5132743362831859,0.32892249527410206,0.4009216589861751,0.8827186608160623,0.6437975031160742,0.5002192981940642,0.2651033401489258,36168,16,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 1265, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Bank Marketing,ambiguous_labels,low,XGBoost,dirty,0.8758155479376313,0.4674022066198596,0.44045368620037806,0.4535279805352798,0.8925912006562398,0.6869769996437081,0.40001186114753434,0.12093138694763184,36168,16,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 1265, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Bank Marketing,ambiguous_labels,low,LightGBM,dirty,0.8731615614287294,0.4557213930348259,0.43289224952741023,0.4440135724672807,0.89206546300779,0.6821944027849951,0.397388194501574,0.09879493713378906,36168,16,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 1265, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Telco Churn,ambiguous_labels,low,Logistic Regression,dirty,0.7917555081734187,0.6261682242990654,0.5374331550802139,0.5784172661870504,0.8255832914878527,0.7106333248779579,0.6074743221455788,0.007815837860107422,5625,19,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 196, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Telco Churn,ambiguous_labels,low,Gaussian Naive Bayes,dirty,0.7299218194740583,0.49464285714285716,0.7406417112299465,0.5931477516059958,0.8081013713238528,0.733341184753405,0.5734991430064007,0.0030031204223632812,5625,19,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 196, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Telco Churn,ambiguous_labels,low,KNN,dirty,0.7476901208244492,0.5244215938303342,0.5454545454545454,0.5347313237221494,0.7614561709573384,0.6831822582064595,0.48078882106553095,0.0009763240814208984,5625,19,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 196, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Telco Churn,ambiguous_labels,low,MLP,dirty,0.7839374555792467,0.6029411764705882,0.5481283422459893,0.5742296918767507,0.7993189971579585,0.7087205118780769,0.6071851593728305,1.3959558010101318,5625,19,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 196, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Telco Churn,ambiguous_labels,low,Decision Tree,dirty,0.7377398720682303,0.5062972292191436,0.5374331550802139,0.5214007782101168,0.7270087124878993,0.6738472648585968,0.43581911157367625,0.01171565055847168,5625,19,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 196, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Telco Churn,ambiguous_labels,low,Random Forest,dirty,0.7704335465529495,0.5825242718446602,0.48128342245989303,0.527086383601757,0.811204839235703,0.6782022146181362,0.6119145473692831,0.1177835464477539,5625,19,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 196, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Telco Churn,ambiguous_labels,low,XGBoost,dirty,0.7661691542288557,0.5644699140401146,0.5267379679144385,0.5449515905947441,0.7979173892561513,0.689796863918497,0.5394856833508059,0.06835675239562988,5625,19,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 196, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Telco Churn,ambiguous_labels,low,LightGBM,dirty,0.7619047619047619,0.5565217391304348,0.5133689839572193,0.5340751043115438,0.7997499624684865,0.6826283448343695,0.5333532535034093,0.04632973670959473,5625,19,"{'error_type': 'ambiguous_labels', 'intended_rate': 3.5, 'ambiguous_labels': 196, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Breast Cancer,ambiguous_labels,medium,Logistic Regression,dirty,0.9473684210526315,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.9920634920634921,0.9484126984126984,0.9879181229696603,0.006836652755737305,455,30,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 31, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Breast Cancer,ambiguous_labels,medium,Gaussian Naive Bayes,dirty,0.9210526315789473,0.9230769230769231,0.8571428571428571,0.8888888888888888,0.9907407407407407,0.9077380952380952,0.984952578568393,0.0009920597076416016,455,30,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 31, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Breast Cancer,ambiguous_labels,medium,KNN,dirty,0.9385964912280702,0.9069767441860465,0.9285714285714286,0.9176470588235294,0.9833002645502645,0.9365079365079365,0.9637219223872409,0.0,455,30,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 31, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Breast Cancer,ambiguous_labels,medium,MLP,dirty,0.9824561403508771,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.996031746031746,0.9811507936507937,0.9947089947089948,0.13318157196044922,455,30,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 31, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Breast Cancer,ambiguous_labels,medium,Decision Tree,dirty,0.8947368421052632,0.8260869565217391,0.9047619047619048,0.8636363636363636,0.8968253968253967,0.8968253968253967,0.7824997275798191,0.0039038658142089844,455,30,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 31, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Breast Cancer,ambiguous_labels,medium,Random Forest,dirty,0.9298245614035088,0.8695652173913043,0.9523809523809523,0.9090909090909091,0.982473544973545,0.9345238095238095,0.9723856090311664,0.09056615829467773,455,30,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 31, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Breast Cancer,ambiguous_labels,medium,XGBoost,dirty,0.9385964912280702,0.8571428571428571,1.0,0.9230769230769231,0.9831349206349207,0.9513888888888888,0.9718520533989161,0.06508970260620117,455,30,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 31, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Breast Cancer,ambiguous_labels,medium,LightGBM,dirty,0.9298245614035088,0.8541666666666666,0.9761904761904762,0.9111111111111111,0.986441798941799,0.939484126984127,0.9784929925697403,0.025420665740966797,455,30,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 31, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
German Credit,ambiguous_labels,medium,Logistic Regression,dirty,0.725,0.7972027972027972,0.8142857142857143,0.8056537102473498,0.7703571428571429,0.6654761904761906,0.8787966427313862,0.003790140151977539,800,20,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 56, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
German Credit,ambiguous_labels,medium,Gaussian Naive Bayes,dirty,0.665,0.8230088495575221,0.6642857142857143,0.7351778656126482,0.7297619047619048,0.6654761904761904,0.8332924530675111,0.0009765625,800,20,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 56, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
German Credit,ambiguous_labels,medium,KNN,dirty,0.635,0.7410071942446043,0.7357142857142858,0.7383512544802867,0.6481547619047618,0.5678571428571428,0.7878545170908493,0.0009768009185791016,800,20,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 56, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
German Credit,ambiguous_labels,medium,MLP,dirty,0.72,0.8043478260869565,0.7928571428571428,0.7985611510791367,0.7576190476190476,0.6714285714285715,0.867834502456903,0.1974656581878662,800,20,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 56, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
German Credit,ambiguous_labels,medium,Decision Tree,dirty,0.68,0.8015873015873016,0.7214285714285714,0.7593984962406015,0.6346428571428571,0.6523809523809524,0.7548634426269213,0.0019497871398925781,800,20,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 56, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
German Credit,ambiguous_labels,medium,Random Forest,dirty,0.775,0.802547770700637,0.9,0.8484848484848485,0.8178571428571428,0.6916666666666667,0.9057600212309973,0.10206174850463867,800,20,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 56, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
German Credit,ambiguous_labels,medium,XGBoost,dirty,0.73,0.7905405405405406,0.8357142857142857,0.8125,0.7527380952380952,0.6595238095238095,0.8623607108106467,0.04825234413146973,800,20,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 56, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
German Credit,ambiguous_labels,medium,LightGBM,dirty,0.73,0.7945205479452054,0.8285714285714286,0.8111888111888111,0.7370238095238095,0.6642857142857144,0.8603546640233448,0.0244143009185791,800,20,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 56, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Adult Income,ambiguous_labels,medium,Logistic Regression,dirty,0.817503729487817,0.721058434399118,0.43541944074567246,0.5429638854296388,0.8490672776179248,0.689790938646948,0.6876806489380426,0.01812744140625,24129,14,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 1689, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Adult Income,ambiguous_labels,medium,Gaussian Naive Bayes,dirty,0.7884966020222112,0.6647230320699709,0.303595206391478,0.41681901279707495,0.8439044416904878,0.6264168925358405,0.6668645227967539,0.007297039031982422,24129,14,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 1689, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Adult Income,ambiguous_labels,medium,KNN,dirty,0.8022542681916128,0.6050305914343984,0.59254327563249,0.5987218298015473,0.8192631997181129,0.7321577556710233,0.5881119660586245,0.0509793758392334,24129,14,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 1689, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Adult Income,ambiguous_labels,medium,MLP,dirty,0.834410740924913,0.6948102246320682,0.5972037283621837,0.6423200859291085,0.8749151062028382,0.7551236033115266,0.7346851382620716,8.224726438522339,24129,14,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 1689, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Adult Income,ambiguous_labels,medium,Decision Tree,dirty,0.8083872037129123,0.6230440967283073,0.5832223701731025,0.6024759284731774,0.8486331474167746,0.7331251996528722,0.6434609360206396,0.05283331871032715,24129,14,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 1689, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Adult Income,ambiguous_labels,medium,Random Forest,dirty,0.836399801093983,0.7256792287467134,0.5512649800266312,0.626560726447219,0.8933325418238787,0.7410926533326712,0.7717038203157942,0.29773640632629395,24129,14,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 1689, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Adult Income,ambiguous_labels,medium,XGBoost,dirty,0.820321564727333,0.6393333333333333,0.6384820239680427,0.6389073950699533,0.8844075625201857,0.7595411664753036,0.6907534586746656,0.10398626327514648,24129,14,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 1689, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Adult Income,ambiguous_labels,medium,LightGBM,dirty,0.8226421349245815,0.643046357615894,0.6464713715046605,0.6447543160690571,0.8835282817201577,0.7637565420754377,0.6817910297001469,0.08347845077514648,24129,14,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 1689, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Bank Marketing,ambiguous_labels,medium,Logistic Regression,dirty,0.8877584872276899,0.583011583011583,0.14272211720226843,0.22930903568716782,0.8576482606209895,0.5645983785760872,0.4424140285983371,0.023685693740844727,36168,16,"{'error_type': 'ambiguous_labels', 'intended_rate': 7.0, 'ambiguous_labels': 2531, 'boundary_method': 'median distance in feature space', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
