Dataset,Error_Type,Severity,Model,Condition,Accuracy,Precision,Recall,F1,AUC,Balanced_Accuracy,AUPRC,Train_Seconds,N_Train_Rows,N_Features,Metadata,Random_State
Telco Churn,outliers_targeted,high,Gaussian Naive Bayes,dirty,0.7277896233120114,0.4915572232645403,0.7005347593582888,0.577728776185226,0.805533698122389,0.7190960340837911,0.5682688604160732,0.001953125,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 15.0, 'outliers_added': 3375, 'schedule': 'higher', 'severity_label': 'high', 'rate_used': 15.0, 'seed': 42}",42
Telco Churn,outliers_targeted,high,KNN,dirty,0.7455579246624022,0.521978021978022,0.5080213903743316,0.5149051490514905,0.7560231608264181,0.6697899788270496,0.47611841267910515,0.0009760856628417969,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 15.0, 'outliers_added': 3375, 'schedule': 'higher', 'severity_label': 'high', 'rate_used': 15.0, 'seed': 42}",42
Telco Churn,outliers_targeted,high,MLP,dirty,0.7796730632551528,0.60062893081761,0.5106951871657754,0.5520231213872833,0.8184781877196888,0.6938761511821132,0.6173001684667012,1.4711575508117676,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 15.0, 'outliers_added': 3375, 'schedule': 'higher', 'severity_label': 'high', 'rate_used': 15.0, 'seed': 42}",42
Telco Churn,outliers_targeted,high,Decision Tree,dirty,0.7512437810945274,0.5405405405405406,0.42780748663101603,0.47761194029850745,0.7540999943055635,0.6480760569650724,0.47559873272813036,0.011714935302734375,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 15.0, 'outliers_added': 3375, 'schedule': 'higher', 'severity_label': 'high', 'rate_used': 15.0, 'seed': 42}",42
Telco Churn,outliers_targeted,high,Random Forest,dirty,0.7867803837953091,0.625,0.4946524064171123,0.5522388059701493,0.8273252713916684,0.6935991944960682,0.6376102036202864,0.12338805198669434,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 15.0, 'outliers_added': 3375, 'schedule': 'higher', 'severity_label': 'high', 'rate_used': 15.0, 'seed': 42}",42
Telco Churn,outliers_targeted,high,XGBoost,dirty,0.7846481876332623,0.6148867313915858,0.5080213903743316,0.5563689604685212,0.8219064973520871,0.6964114696305346,0.6312661848489016,0.06478261947631836,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 15.0, 'outliers_added': 3375, 'schedule': 'higher', 'severity_label': 'high', 'rate_used': 15.0, 'seed': 42}",42
Telco Churn,outliers_targeted,high,LightGBM,dirty,0.7867803837953091,0.6193548387096774,0.5133689839572193,0.5614035087719298,0.829565514492341,0.6995692935274964,0.6435741231174603,0.05406475067138672,5625,19,"{'error_type': 'outliers_targeted', 'mechanism': ""confined to top 1 predictive features: ['feature_5']"", 'intended_rate': 15.0, 'outliers_added': 3375, 'schedule': 'higher', 'severity_label': 'high', 'rate_used': 15.0, 'seed': 42}",42
Breast Cancer,typographical_errors,low,Logistic Regression,dirty,0.9649122807017544,0.975,0.9285714285714286,0.9512195121951219,0.996031746031746,0.9573412698412699,0.994273631904294,0.0058612823486328125,455,30,"{'error_type': 'typographical_errors', 'categorical_columns_found': 0, 'typos_added': 0, 'note': 'dataset has no categorical columns', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Breast Cancer,typographical_errors,low,Gaussian Naive Bayes,dirty,0.9210526315789473,0.9230769230769231,0.8571428571428571,0.8888888888888888,0.9890873015873015,0.9077380952380952,0.9822886030109494,0.0009765625,455,30,"{'error_type': 'typographical_errors', 'categorical_columns_found': 0, 'typos_added': 0, 'note': 'dataset has no categorical columns', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Breast Cancer,typographical_errors,low,KNN,dirty,0.956140350877193,0.9743589743589743,0.9047619047619048,0.9382716049382716,0.982308201058201,0.9454365079365079,0.9727913619290999,0.0,455,30,"{'error_type': 'typographical_errors', 'categorical_columns_found': 0, 'typos_added': 0, 'note': 'dataset has no categorical columns', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Breast Cancer,typographical_errors,low,MLP,dirty,0.9649122807017544,1.0,0.9047619047619048,0.95,0.9947089947089947,0.9523809523809523,0.9927489177489178,0.1391606330871582,455,30,"{'error_type': 'typographical_errors', 'categorical_columns_found': 0, 'typos_added': 0, 'note': 'dataset has no categorical columns', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Breast Cancer,typographical_errors,low,Decision Tree,dirty,0.9298245614035088,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9246031746031745,0.9246031746031746,0.8536818236066357,0.004883289337158203,455,30,"{'error_type': 'typographical_errors', 'categorical_columns_found': 0, 'typos_added': 0, 'note': 'dataset has no categorical columns', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Breast Cancer,typographical_errors,low,Random Forest,dirty,0.9736842105263158,1.0,0.9285714285714286,0.9629629629629629,0.9928902116402116,0.9642857142857143,0.9893469758017013,0.09243917465209961,455,30,"{'error_type': 'typographical_errors', 'categorical_columns_found': 0, 'typos_added': 0, 'note': 'dataset has no categorical columns', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Breast Cancer,typographical_errors,low,XGBoost,dirty,0.9649122807017544,1.0,0.9047619047619048,0.95,0.9940476190476191,0.9523809523809523,0.9928571428571429,0.045447587966918945,455,30,"{'error_type': 'typographical_errors', 'categorical_columns_found': 0, 'typos_added': 0, 'note': 'dataset has no categorical columns', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Breast Cancer,typographical_errors,low,LightGBM,dirty,0.9736842105263158,1.0,0.9285714285714286,0.9629629629629629,0.9950396825396826,0.9642857142857143,0.9937343358395991,0.0273435115814209,455,30,"{'error_type': 'typographical_errors', 'categorical_columns_found': 0, 'typos_added': 0, 'note': 'dataset has no categorical columns', 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
German Credit,typographical_errors,low,Logistic Regression,dirty,0.75,0.7848101265822784,0.8857142857142857,0.8322147651006712,0.7820238095238096,0.6595238095238095,0.8882380392192293,0.0029304027557373047,800,20,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 3.5, 'categorical_columns': 13, 'typos_added': 364, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
German Credit,typographical_errors,low,Gaussian Naive Bayes,dirty,0.73,0.7654320987654321,0.8857142857142857,0.8211920529801324,0.7528571428571429,0.6261904761904762,0.8754434981524231,0.0019578933715820312,800,20,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 3.5, 'categorical_columns': 13, 'typos_added': 364, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
German Credit,typographical_errors,low,KNN,dirty,0.695,0.7423312883435583,0.8642857142857143,0.7986798679867987,0.6859523809523809,0.5821428571428572,0.8049178825495311,0.0,800,20,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 3.5, 'categorical_columns': 13, 'typos_added': 364, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
German Credit,typographical_errors,low,MLP,dirty,0.74,0.7894736842105263,0.8571428571428571,0.821917808219178,0.7565476190476191,0.6619047619047619,0.8780522798581982,0.216294527053833,800,20,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 3.5, 'categorical_columns': 13, 'typos_added': 364, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
German Credit,typographical_errors,low,Decision Tree,dirty,0.73,0.7756410256410257,0.8642857142857143,0.8175675675675675,0.6611904761904762,0.6404761904761905,0.7787373586806369,0.0028204917907714844,800,20,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 3.5, 'categorical_columns': 13, 'typos_added': 364, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
German Credit,typographical_errors,low,Random Forest,dirty,0.815,0.8159509202453987,0.95,0.8778877887788779,0.8214285714285714,0.725,0.8999100539243335,0.10047650337219238,800,20,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 3.5, 'categorical_columns': 13, 'typos_added': 364, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
German Credit,typographical_errors,low,XGBoost,dirty,0.805,0.8344370860927153,0.9,0.865979381443299,0.8029761904761905,0.7416666666666667,0.8925250757081578,0.05258822441101074,800,20,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 3.5, 'categorical_columns': 13, 'typos_added': 364, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
German Credit,typographical_errors,low,LightGBM,dirty,0.78,0.82,0.8785714285714286,0.8482758620689655,0.7954761904761904,0.7142857142857143,0.8865601042801061,0.02587580680847168,800,20,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 3.5, 'categorical_columns': 13, 'typos_added': 364, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Adult Income,typographical_errors,low,Logistic Regression,dirty,0.8181667495441737,0.7161152614727855,0.44673768308921435,0.5502255022550225,0.8533527429476067,0.694015497911855,0.6949358915917496,0.014650583267211914,24129,14,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 3.5, 'categorical_columns': 8, 'typos_added': 6756, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Adult Income,typographical_errors,low,Gaussian Naive Bayes,dirty,0.7966185977125808,0.6955903271692745,0.3255659121171771,0.4435374149659864,0.8502272112134164,0.6391678600532917,0.6780850736968016,0.005892276763916016,24129,14,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 3.5, 'categorical_columns': 8, 'typos_added': 6756, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Adult Income,typographical_errors,low,KNN,dirty,0.8155146693187469,0.6459114778694673,0.5732356857523302,0.6074074074074074,0.8433488667063793,0.7345322105654168,0.617974420352816,0.0361325740814209,24129,14,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 3.5, 'categorical_columns': 8, 'typos_added': 6756, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Adult Income,typographical_errors,low,MLP,dirty,0.8380573512348749,0.7192982456140351,0.5732356857523302,0.6380140792886254,0.9004143963422859,0.7495399351295309,0.7617052425188119,6.055295705795288,24129,14,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 3.5, 'categorical_columns': 8, 'typos_added': 6756, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Adult Income,typographical_errors,low,Decision Tree,dirty,0.8503232222774739,0.7440912795436023,0.6078561917443409,0.6691095639428362,0.8895033209601206,0.7692779082756134,0.7496199883324561,0.047849416732788086,24129,14,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 3.5, 'categorical_columns': 8, 'typos_added': 6756, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Adult Income,typographical_errors,low,Random Forest,dirty,0.8536383225592574,0.7990338164251207,0.5505992010652463,0.6519511233740638,0.9134456493086096,0.7523466100228019,0.8040135508451651,0.20749568939208984,24129,14,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 3.5, 'categorical_columns': 8, 'typos_added': 6756, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Adult Income,typographical_errors,low,XGBoost,dirty,0.8665672136582132,0.7785771382893685,0.6484687083888149,0.7075917181256811,0.9251274178385268,0.7936671504866166,0.8253433646133989,0.09844803810119629,24129,14,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 3.5, 'categorical_columns': 8, 'typos_added': 6756, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Adult Income,typographical_errors,low,LightGBM,dirty,0.8665672136582132,0.7781324820430966,0.6491344873501997,0.7078039927404719,0.9251486504714821,0.7938896890513965,0.8245990431579439,0.08576035499572754,24129,14,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 3.5, 'categorical_columns': 8, 'typos_added': 6756, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Bank Marketing,typographical_errors,low,Logistic Regression,dirty,0.8916288842198385,0.6026315789473684,0.21644612476370512,0.3184979137691238,0.8726076658384754,0.5987678338283147,0.45723330571692705,0.018828630447387695,36168,16,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 3.5, 'categorical_columns': 9, 'typos_added': 11392, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Bank Marketing,typographical_errors,low,Gaussian Naive Bayes,dirty,0.8381068229569834,0.35311143270622286,0.4612476370510397,0.4,0.8134434484317832,0.6746438560959644,0.35021109139456225,0.00684809684753418,36168,16,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 3.5, 'categorical_columns': 9, 'typos_added': 11392, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Bank Marketing,typographical_errors,low,KNN,dirty,0.8905230565077961,0.5566666666666666,0.31568998109640833,0.4028950542822678,0.8164824049819308,0.6411887601161441,0.40369476704386165,0.003915548324584961,36168,16,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 3.5, 'categorical_columns': 9, 'typos_added': 11392, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Bank Marketing,typographical_errors,low,MLP,dirty,0.8982638504920933,0.6095238095238096,0.3629489603024575,0.4549763033175355,0.9007212246970632,0.6660705978719551,0.5331316002014804,9.228239297866821,36168,16,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 3.5, 'categorical_columns': 9, 'typos_added': 11392, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Bank Marketing,typographical_errors,low,Decision Tree,dirty,0.8972686055512551,0.587516960651289,0.40926275992438566,0.48245125348189416,0.8496975070222642,0.6855956880398384,0.48697815330462557,0.09035015106201172,36168,16,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 3.5, 'categorical_columns': 9, 'typos_added': 11392, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Bank Marketing,typographical_errors,low,Random Forest,dirty,0.9037929890523057,0.6807692307692308,0.33459357277882795,0.44866920152091255,0.92159223402102,0.6569022967212863,0.6044871895737466,0.2903435230255127,36168,16,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 3.5, 'categorical_columns': 9, 'typos_added': 11392, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Bank Marketing,typographical_errors,low,XGBoost,dirty,0.9087692137564968,0.6624825662482566,0.44896030245746693,0.5352112676056338,0.9322872043872431,0.7093267385800172,0.6256170131948698,0.1277482509613037,36168,16,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 3.5, 'categorical_columns': 9, 'typos_added': 11392, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Bank Marketing,typographical_errors,low,LightGBM,dirty,0.9082162999004755,0.6610169491525424,0.44234404536862004,0.5300113250283126,0.9317882182210737,0.7061438448508723,0.6219617202894497,0.10051226615905762,36168,16,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 3.5, 'categorical_columns': 9, 'typos_added': 11392, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Telco Churn,typographical_errors,low,Logistic Regression,dirty,0.7917555081734187,0.6173913043478261,0.56951871657754,0.5924895688456189,0.8328462864508647,0.720867780360406,0.6121624946532541,0.006822824478149414,5625,19,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 3.5, 'categorical_columns': 15, 'typos_added': 2953, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Telco Churn,typographical_errors,low,Gaussian Naive Bayes,dirty,0.728500355366027,0.4929078014184397,0.7433155080213903,0.5927505330490405,0.815856158533113,0.7332260018325731,0.5799896328027117,0.0019550323486328125,5625,19,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 3.5, 'categorical_columns': 15, 'typos_added': 2953, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Telco Churn,typographical_errors,low,KNN,dirty,0.7391613361762616,0.508641975308642,0.5508021390374331,0.5288831835686778,0.7639034844774837,0.6790796755206527,0.47924741451605085,0.0009772777557373047,5625,19,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 3.5, 'categorical_columns': 15, 'typos_added': 2953, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Telco Churn,typographical_errors,low,MLP,dirty,0.7810945273631841,0.5970588235294118,0.5427807486631016,0.5686274509803921,0.8205670105761216,0.7050786608755972,0.6186725786483577,1.4703893661499023,5625,19,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 3.5, 'categorical_columns': 15, 'typos_added': 2953, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Telco Churn,typographical_errors,low,Decision Tree,dirty,0.767590618336887,0.5616797900262467,0.5721925133689839,0.5668874172185431,0.7514494929363102,0.7052637300630011,0.5013339863233882,0.013690948486328125,5625,19,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 3.5, 'categorical_columns': 15, 'typos_added': 2953, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Telco Churn,typographical_errors,low,Random Forest,dirty,0.7889125799573561,0.6313993174061433,0.4946524064171123,0.5547226386806596,0.834036941362834,0.6950512758126219,0.6477001462227787,0.1281602382659912,5625,19,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 3.5, 'categorical_columns': 15, 'typos_added': 2953, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Telco Churn,typographical_errors,low,XGBoost,dirty,0.7860696517412935,0.608955223880597,0.5454545454545454,0.5754583921015515,0.8303640297974333,0.7093197219044266,0.6431837791262378,0.061275482177734375,5625,19,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 3.5, 'categorical_columns': 15, 'typos_added': 2953, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Telco Churn,typographical_errors,low,LightGBM,dirty,0.7860696517412935,0.6083086053412463,0.5481283422459893,0.5766526019690577,0.8323337871626693,0.7101725931946307,0.6454428021884066,0.0395965576171875,5625,19,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 3.5, 'categorical_columns': 15, 'typos_added': 2953, 'schedule': 'lower', 'severity_label': 'low', 'rate_used': 3.5, 'seed': 42}",42
Breast Cancer,typographical_errors,medium,Logistic Regression,dirty,0.9649122807017544,0.975,0.9285714285714286,0.9512195121951219,0.996031746031746,0.9573412698412699,0.994273631904294,0.005859375,455,30,"{'error_type': 'typographical_errors', 'categorical_columns_found': 0, 'typos_added': 0, 'note': 'dataset has no categorical columns', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Breast Cancer,typographical_errors,medium,Gaussian Naive Bayes,dirty,0.9210526315789473,0.9230769230769231,0.8571428571428571,0.8888888888888888,0.9890873015873015,0.9077380952380952,0.9822886030109494,0.0009748935699462891,455,30,"{'error_type': 'typographical_errors', 'categorical_columns_found': 0, 'typos_added': 0, 'note': 'dataset has no categorical columns', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Breast Cancer,typographical_errors,medium,KNN,dirty,0.956140350877193,0.9743589743589743,0.9047619047619048,0.9382716049382716,0.982308201058201,0.9454365079365079,0.9727913619290999,0.0009763240814208984,455,30,"{'error_type': 'typographical_errors', 'categorical_columns_found': 0, 'typos_added': 0, 'note': 'dataset has no categorical columns', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Breast Cancer,typographical_errors,medium,MLP,dirty,0.9649122807017544,1.0,0.9047619047619048,0.95,0.9947089947089947,0.9523809523809523,0.9927489177489178,0.14820218086242676,455,30,"{'error_type': 'typographical_errors', 'categorical_columns_found': 0, 'typos_added': 0, 'note': 'dataset has no categorical columns', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Breast Cancer,typographical_errors,medium,Decision Tree,dirty,0.9298245614035088,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9246031746031745,0.9246031746031746,0.8536818236066357,0.0039055347442626953,455,30,"{'error_type': 'typographical_errors', 'categorical_columns_found': 0, 'typos_added': 0, 'note': 'dataset has no categorical columns', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Breast Cancer,typographical_errors,medium,Random Forest,dirty,0.9736842105263158,1.0,0.9285714285714286,0.9629629629629629,0.9928902116402116,0.9642857142857143,0.9893469758017013,0.09366154670715332,455,30,"{'error_type': 'typographical_errors', 'categorical_columns_found': 0, 'typos_added': 0, 'note': 'dataset has no categorical columns', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Breast Cancer,typographical_errors,medium,XGBoost,dirty,0.9649122807017544,1.0,0.9047619047619048,0.95,0.9940476190476191,0.9523809523809523,0.9928571428571429,0.05199790000915527,455,30,"{'error_type': 'typographical_errors', 'categorical_columns_found': 0, 'typos_added': 0, 'note': 'dataset has no categorical columns', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Breast Cancer,typographical_errors,medium,LightGBM,dirty,0.9736842105263158,1.0,0.9285714285714286,0.9629629629629629,0.9950396825396826,0.9642857142857143,0.9937343358395991,0.029297351837158203,455,30,"{'error_type': 'typographical_errors', 'categorical_columns_found': 0, 'typos_added': 0, 'note': 'dataset has no categorical columns', 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
German Credit,typographical_errors,medium,Logistic Regression,dirty,0.735,0.7514450867052023,0.9285714285714286,0.8306709265175719,0.7391666666666667,0.605952380952381,0.8521445258195681,0.003907442092895508,800,20,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 7.0, 'categorical_columns': 13, 'typos_added': 728, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
German Credit,typographical_errors,medium,Gaussian Naive Bayes,dirty,0.73,0.7529411764705882,0.9142857142857143,0.8258064516129032,0.7223809523809523,0.6071428571428571,0.8512670979663391,0.0009930133819580078,800,20,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 7.0, 'categorical_columns': 13, 'typos_added': 728, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
German Credit,typographical_errors,medium,KNN,dirty,0.69,0.7407407407407407,0.8571428571428571,0.7947019867549668,0.6851190476190476,0.5785714285714285,0.8143249886369153,0.0009765625,800,20,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 7.0, 'categorical_columns': 13, 'typos_added': 728, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
German Credit,typographical_errors,medium,MLP,dirty,0.74,0.7972972972972973,0.8428571428571429,0.8194444444444444,0.7101190476190476,0.6714285714285715,0.8436002464437595,0.2069535255432129,800,20,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 7.0, 'categorical_columns': 13, 'typos_added': 728, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
German Credit,typographical_errors,medium,Decision Tree,dirty,0.75,0.7922077922077922,0.8714285714285714,0.8299319727891157,0.7048214285714285,0.6690476190476191,0.7990963101961411,0.0029273033142089844,800,20,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 7.0, 'categorical_columns': 13, 'typos_added': 728, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
German Credit,typographical_errors,medium,Random Forest,dirty,0.75,0.7678571428571429,0.9214285714285714,0.8376623376623377,0.8122619047619046,0.6357142857142857,0.9135881364294474,0.10496664047241211,800,20,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 7.0, 'categorical_columns': 13, 'typos_added': 728, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
German Credit,typographical_errors,medium,XGBoost,dirty,0.745,0.7908496732026143,0.8642857142857143,0.825938566552901,0.7758333333333333,0.6654761904761906,0.885743115402547,0.052771568298339844,800,20,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 7.0, 'categorical_columns': 13, 'typos_added': 728, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
German Credit,typographical_errors,medium,LightGBM,dirty,0.735,0.7880794701986755,0.85,0.8178694158075601,0.7748809523809524,0.6583333333333333,0.8849145254044753,0.023464679718017578,800,20,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 7.0, 'categorical_columns': 13, 'typos_added': 728, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
Adult Income,typographical_errors,medium,Logistic Regression,dirty,0.8171722194596387,0.7133689839572193,0.4440745672436751,0.547394337299959,0.8521275685975677,0.6924632381572602,0.6937811714428654,0.014037370681762695,24129,14,"{'error_type': 'typographical_errors', 'mechanism': 'character-level typos creating invalid categories', 'intended_rate': 7.0, 'categorical_columns': 8, 'typos_added': 13512, 'schedule': 'lower', 'severity_label': 'medium', 'rate_used': 7.0, 'seed': 42}",42
