Dataset,Error_Type,Severity,Route,Method,Clean_Seconds,Rows_Before,Rows_After,Row_Change_Pct,Train_Seconds_After_Clean,Total_Compute_Seconds
German Credit,feature_noise_targeted,medium,automated_cleaning,rank-order median smoothing,0.0019631999894045293,800,800,0.0,0.4486098289489743,0.4505730289383788
German Credit,feature_noise_targeted,high,automated_cleaning,rank-order median smoothing,0.0019579000072553754,800,800,0.0,0.4339356422424312,0.43589354224968657
German Credit,imbalanced_feature_distribution,low,automated_cleaning,quantile transform,0.006906000024173409,800,800,0.0,0.4544794559478756,0.461385455972049
German Credit,imbalanced_feature_distribution,medium,automated_cleaning,quantile transform,0.006928699993295595,800,800,0.0,0.4179449081420895,0.4248736081353851
German Credit,imbalanced_feature_distribution,high,automated_cleaning,quantile transform,0.007069999992381781,800,800,0.0,0.4431738853454587,0.4502438853378405
German Credit,invalid_values,low,automated_cleaning,sentinel to NaN then impute,0.004145699989749119,800,800,0.0,0.4200947284698482,0.4242404284595973
German Credit,invalid_values,medium,automated_cleaning,sentinel to NaN then impute,0.004148199979681522,800,800,0.0,0.4574677944183348,0.4616159943980163
German Credit,invalid_values,high,automated_cleaning,sentinel to NaN then impute,0.004323800007114187,800,800,0.0,0.4293351173400876,0.4336589173472018
German Credit,missing_values,low,automated_cleaning,KNN imputation,0.015763899980811402,800,800,0.0,0.4267699718475337,0.4425338718283451
German Credit,missing_values,medium,automated_cleaning,KNN imputation,0.022997099993517622,800,800,0.0,0.45004796981811507,0.4730450698116327
German Credit,missing_values,high,automated_cleaning,KNN imputation,0.03427390000433661,800,800,0.0,0.4235272407531733,0.4578011407575099
German Credit,missing_values_mnar,low,automated_cleaning,KNN imputation,0.014621599984820932,800,800,0.0,0.435334205627441,0.44995580561226195
German Credit,missing_values_mnar,medium,automated_cleaning,KNN imputation,0.02736370000638999,800,800,0.0,0.4601838588714597,0.4875475588778497
German Credit,missing_values_mnar,high,automated_cleaning,KNN imputation,0.038689999986672774,800,800,0.0,0.4443185329437252,0.48300853293039797
German Credit,outliers,low,automated_cleaning,IQR clipping,0.006048099981853738,800,800,0.0,0.4043161869049069,0.41036428688676063
German Credit,outliers,medium,automated_cleaning,IQR clipping,0.006325599999399856,800,800,0.0,0.38842773437499967,0.3947533343743995
German Credit,outliers,high,automated_cleaning,IQR clipping,0.006466799997724593,800,800,0.0,0.4004018306732174,0.406868630670942
German Credit,outliers_targeted,low,automated_cleaning,IQR clipping,0.005998099979478866,800,800,0.0,0.3952627182006834,0.4012608181801623
German Credit,outliers_targeted,medium,automated_cleaning,IQR clipping,0.005903800018131733,800,800,0.0,0.4008979797363278,0.4068017797544595
German Credit,outliers_targeted,high,automated_cleaning,IQR clipping,0.00592639998649247,800,800,0.0,0.394931316375732,0.40085771636222445
German Credit,redundant_features,low,automated_cleaning,drop correlated features,0.0010824999772012234,800,800,0.0,0.4176695346832273,0.41875203466042854
German Credit,redundant_features,medium,automated_cleaning,drop correlated features,0.0010833999840542674,800,800,0.0,0.45821237564086886,0.45929577562492313
German Credit,redundant_features,high,automated_cleaning,drop correlated features,0.0010922999936155975,800,800,0.0,0.44330668449401833,0.44439898448763393
German Credit,typographical_errors,low,automated_cleaning,fuzzy match to known categories,0.01808470001560636,800,800,0.0,0.43270349502563443,0.4507881950412408
German Credit,typographical_errors,medium,automated_cleaning,fuzzy match to known categories,0.02250560000538826,800,800,0.0,0.4764750003814693,0.49898060038685754
German Credit,typographical_errors,high,automated_cleaning,fuzzy match to known categories,0.026358800008893013,800,800,0.0,0.4298002719879148,0.45615907199680783
Adult Income,categorical_errors,low,automated_cleaning,validate against vocabulary,0.020957499975338578,24129,24129,0.0,6.551323175430299,6.572280675405637
Adult Income,categorical_errors,medium,automated_cleaning,validate against vocabulary,0.014053799997782335,24129,24129,0.0,5.475568532943726,5.489622332941508
Adult Income,categorical_errors,high,automated_cleaning,validate against vocabulary,0.014070999983232468,24129,24129,0.0,6.606424331665039,6.6204953316482715
Adult Income,class_imbalance,low,automated_cleaning,oversample minority,0.0037339999980758876,23529,36246,54.04819584342726,9.780426502227783,9.784160502225859
Adult Income,class_imbalance,medium,automated_cleaning,oversample minority,0.0040871000092010945,22628,36246,60.18207530493195,9.863900661468506,9.867987761477707
Adult Income,class_imbalance,high,automated_cleaning,oversample minority,0.004581800021696836,21727,36246,66.82468817600221,9.90466570854187,9.909247508563567
Adult Income,contextual_errors,low,automated_cleaning,IQR clipping,0.008381999999983236,24129,24129,0.0,7.104400634765625,7.112782634765608
Adult Income,contextual_errors,medium,automated_cleaning,IQR clipping,0.0074680999969132245,24129,24129,0.0,7.340775966644287,7.3482440666412
Adult Income,contextual_errors,high,automated_cleaning,IQR clipping,0.007601999997859821,24129,24129,0.0,7.157961845397949,7.165563845395809
Adult Income,data_heterogeneity,low,automated_cleaning,re-standardise features,0.0043981999915558845,24129,24129,0.0,6.774591684341431,6.7789898843329865
Adult Income,data_heterogeneity,medium,automated_cleaning,re-standardise features,0.0043323999852873385,24129,24129,0.0,6.736476421356201,6.7408088213414885
Adult Income,data_heterogeneity,high,automated_cleaning,re-standardise features,0.004264199989847839,24129,24129,0.0,6.6277618408203125,6.63202604081016
Adult Income,data_inconsistency,low,automated_cleaning,consistency rules,0.024311199988005683,24129,24129,0.0,6.586014032363892,6.610325232351897
Adult Income,data_inconsistency,medium,automated_cleaning,consistency rules,0.024653600004967302,24129,24129,0.0,6.0200514793396,6.044705079344567
Adult Income,data_inconsistency,high,automated_cleaning,consistency rules,0.025215100002242252,24129,24129,0.0,6.487119674682617,6.512334774684859
Adult Income,data_leakage,low,automated_cleaning,drop features with |corr| > 0.5,0.002559800021117553,24129,24129,0.0,6.4334845542907715,6.436044354311889
Adult Income,data_leakage,medium,automated_cleaning,drop features with |corr| > 0.5,0.0026289999950677156,24129,24129,0.0,5.81433629989624,5.816965299891308
Adult Income,data_leakage,high,automated_cleaning,drop features with |corr| > 0.5,0.0025402999890502542,24129,24129,0.0,6.823119640350342,6.825659940339392
Adult Income,domain_violations,low,automated_cleaning,IQR clipping,0.006990999972913414,24129,24129,0.0,7.296759128570557,7.30375012854347
Adult Income,domain_violations,medium,automated_cleaning,IQR clipping,0.007318099989788607,24129,24129,0.0,7.314222574234009,7.321540674223797
Adult Income,domain_violations,high,automated_cleaning,IQR clipping,0.007626000005984679,24129,24129,0.0,7.137870311737061,7.145496311743046
Adult Income,duplicates,low,automated_cleaning,drop exact duplicates,0.018452999996952713,25335,24116,-4.8115255575291105,6.467155933380127,6.48560893337708
Adult Income,duplicates,medium,automated_cleaning,drop exact duplicates,0.017650900001171976,26541,24116,-9.136807203948608,6.833273887634277,6.850924787635449
Adult Income,duplicates,high,automated_cleaning,drop exact duplicates,0.01949070001137443,27748,24116,-13.089231656335592,6.517630577087402,6.537121277098777
Adult Income,duplicates_minority,low,automated_cleaning,drop exact duplicates,0.018004800018388778,25335,24116,-4.8115255575291105,6.730894327163696,6.748899127182085
Adult Income,duplicates_minority,medium,automated_cleaning,drop exact duplicates,0.01810810001916252,26541,24116,-9.136807203948608,6.6843180656433105,6.702426165662473
Adult Income,duplicates_minority,high,automated_cleaning,drop exact duplicates,0.019204200012609363,27748,24116,-13.089231656335592,6.656099796295166,6.675303996307775
Adult Income,duplicates_targeted,low,automated_cleaning,drop exact duplicates,0.017524800001410767,25335,24116,-4.8115255575291105,6.521142959594727,6.538667759596137
Adult Income,duplicates_targeted,medium,automated_cleaning,drop exact duplicates,0.01795119998860173,26541,24116,-9.136807203948608,6.562533617019653,6.580484817008255
Adult Income,duplicates_targeted,high,automated_cleaning,drop exact duplicates,0.019108599983155727,27748,24116,-13.089231656335592,6.476868152618408,6.495976752601564
Adult Income,feature_noise,low,automated_cleaning,rank-order median smoothing,0.0347777999995742,24129,24129,0.0,6.737056255340576,6.77183405534015
Adult Income,feature_noise,medium,automated_cleaning,rank-order median smoothing,0.03580730000976473,24129,24129,0.0,6.692475080490112,6.728282380499877
Adult Income,feature_noise,high,automated_cleaning,rank-order median smoothing,0.03506659998674877,24129,24129,0.0,6.694973945617676,6.7300405456044246
Adult Income,feature_noise_targeted,low,automated_cleaning,rank-order median smoothing,0.03336030000355095,24129,24129,0.0,6.631321668624878,6.664681968628429
Adult Income,feature_noise_targeted,medium,automated_cleaning,rank-order median smoothing,0.03247330000158399,24129,24129,0.0,6.615578889846802,6.648052189848386
Adult Income,feature_noise_targeted,high,automated_cleaning,rank-order median smoothing,0.035862999997334555,24129,24129,0.0,6.771480560302734,6.807343560300069
Adult Income,imbalanced_feature_distribution,low,automated_cleaning,quantile transform,0.022896300011780113,24129,24129,0.0,6.610815525054932,6.633711825066712
Adult Income,imbalanced_feature_distribution,medium,automated_cleaning,quantile transform,0.02335869998205453,24129,24129,0.0,6.594853401184082,6.618212101166137
Adult Income,imbalanced_feature_distribution,high,automated_cleaning,quantile transform,0.022322600008919835,24129,24129,0.0,6.652336597442627,6.674659197451547
Adult Income,invalid_values,low,automated_cleaning,sentinel to NaN then impute,0.009110999992117286,24129,24129,0.0,6.644829034805298,6.653940034797415
Adult Income,invalid_values,medium,automated_cleaning,sentinel to NaN then impute,0.009173200000077486,24129,24129,0.0,6.044198036193848,6.053371236193925
Adult Income,invalid_values,high,automated_cleaning,sentinel to NaN then impute,0.009273999981814995,24129,24129,0.0,6.5291221141815186,6.5383961141633336
Adult Income,missing_values,low,automated_cleaning,KNN imputation,11.99295610000263,24129,24129,0.0,6.4319894313812265,18.424945531383855
Adult Income,missing_values,medium,automated_cleaning,KNN imputation,24.42247530000168,24129,24129,0.0,6.604077339172363,31.026552639174042
Adult Income,missing_values,high,automated_cleaning,KNN imputation,32.84507890001987,24129,24129,0.0,6.624115228652954,39.469194128672825
Adult Income,missing_values_mnar,low,automated_cleaning,KNN imputation,12.72347749999608,24129,24129,0.0,6.63567852973938,19.35915602973546
Adult Income,missing_values_mnar,medium,automated_cleaning,KNN imputation,21.53139899999951,24129,24129,0.0,6.520087242126465,28.051486242125975
Adult Income,missing_values_mnar,high,automated_cleaning,KNN imputation,26.470807000005152,24129,24129,0.0,6.458487272262573,32.929294272267725
Adult Income,outliers,low,automated_cleaning,IQR clipping,0.007706000003963709,24129,24129,0.0,6.768984794616699,6.776690794620663
Adult Income,outliers,medium,automated_cleaning,IQR clipping,0.007266800006618723,24129,24129,0.0,6.948816776275635,6.9560835762822535
Adult Income,outliers,high,automated_cleaning,IQR clipping,0.007747600000584498,24129,24129,0.0,6.938575506210327,6.946323106210912
Adult Income,outliers_targeted,low,automated_cleaning,IQR clipping,0.007568500004708767,24129,24129,0.0,6.9824724197387695,6.990040919743478
Adult Income,outliers_targeted,medium,automated_cleaning,IQR clipping,0.0072791000129655,24129,24129,0.0,7.005185604095459,7.0124647041084245
Adult Income,outliers_targeted,high,automated_cleaning,IQR clipping,0.007680999988224357,24129,24129,0.0,7.052407741546631,7.060088741534855
Adult Income,redundant_features,low,automated_cleaning,drop correlated features,0.003040000010514632,24129,24129,0.0,7.490629434585571,7.493669434596086
Adult Income,redundant_features,medium,automated_cleaning,drop correlated features,0.004931600007694215,24129,24129,0.0,7.344581842422485,7.34951344243018
Adult Income,redundant_features,high,automated_cleaning,drop correlated features,0.0048180999874603,24129,24129,0.0,6.686820030212402,6.691638130199863
Adult Income,typographical_errors,low,automated_cleaning,fuzzy match to known categories,1.2276740000233985,24129,24129,0.0,6.640738248825073,7.868412248848472
Adult Income,typographical_errors,medium,automated_cleaning,fuzzy match to known categories,1.7549681999953464,24129,24129,0.0,6.519633054733276,8.274601254728623
Adult Income,typographical_errors,high,automated_cleaning,fuzzy match to known categories,2.371276999998372,24129,24129,0.0,6.450803518295288,8.82208051829366
Bank Marketing,categorical_errors,low,automated_cleaning,validate against vocabulary,0.02513380002346821,36168,36168,0.0,10.596356630325316,10.621490430348784
Bank Marketing,categorical_errors,medium,automated_cleaning,validate against vocabulary,0.02446880002389662,36168,36168,0.0,10.518144607543945,10.542613407567842
Bank Marketing,categorical_errors,high,automated_cleaning,validate against vocabulary,0.0243278999987524,36168,36168,0.0,10.440898895263672,10.465226795262424
Bank Marketing,class_imbalance,low,automated_cleaning,oversample minority,0.007458899985067546,35745,63874,78.69352356973003,18.617334604263306,18.624793504248373
Bank Marketing,class_imbalance,medium,automated_cleaning,oversample minority,0.0072355000011157244,35111,63874,81.92019594998719,18.70957612991333,18.716811629914446
Bank Marketing,class_imbalance,high,automated_cleaning,oversample minority,0.007287599990377203,34476,63874,85.2709130989674,18.853310346603394,18.86059794659377
