Dataset,Error_Type,Severity,Model,Dirty_Accuracy,Clean_Accuracy,Cleaned_Accuracy,Damage_pp,Improvement_pp,Route,Family
Adult Income,label_noise,high,XGBoost,0.8610972981932703,0.8668987236863915,,0.5801425493121237,,external_intervention,tree
Adult Income,label_noise,low,Decision Tree,0.8460135919111553,0.8508204873197415,,0.48068954085861426,,external_intervention,tree
Adult Income,label_noise,low,Gaussian Naive Bayes,0.810044753853804,0.797778882811205,,-1.226587104259902,,external_intervention,non-tree
Adult Income,label_noise,low,KNN,0.8103762638819825,0.8189955246146196,,0.861926073263708,,external_intervention,non-tree
Adult Income,label_noise,low,LightGBM,0.864578153489143,0.8659041936018564,,0.13260401127134225,,external_intervention,tree
Adult Income,label_noise,low,Logistic Regression,0.8160119343610144,0.817503729487817,,0.1491795126802642,,external_intervention,non-tree
Adult Income,label_noise,low,MLP,0.8412066965025692,0.845682081882977,,0.4475385380407815,,external_intervention,non-tree
Adult Income,label_noise,low,Random Forest,0.8518150174042765,0.8526437924747223,,0.08287750704458752,,external_intervention,tree
Adult Income,label_noise,low,XGBoost,0.8644123984750539,0.8668987236863915,,0.24863252113376255,,external_intervention,tree
Adult Income,label_noise,medium,Decision Tree,0.846676611967512,0.8508204873197415,,0.4143875352229487,,external_intervention,tree
Adult Income,label_noise,medium,Gaussian Naive Bayes,0.8077241836565556,0.797778882811205,,-0.9945300845350613,,external_intervention,non-tree
Adult Income,label_noise,medium,KNN,0.8082214486988232,0.8189955246146196,,1.0774075915796377,,external_intervention,non-tree
Adult Income,label_noise,medium,LightGBM,0.8652411735454998,0.8659041936018564,,0.06630200563566557,,external_intervention,tree
Adult Income,label_noise,medium,Logistic Regression,0.8163434443891928,0.817503729487817,,0.1160285098624203,,external_intervention,non-tree
Adult Income,label_noise,medium,MLP,0.8422012265871043,0.845682081882977,,0.348085529587272,,external_intervention,non-tree
Adult Income,label_noise,medium,Random Forest,0.8528095474888115,0.8526437924747223,,-0.016575501408921944,,external_intervention,tree
Adult Income,label_noise,medium,XGBoost,0.8660699486159457,0.8668987236863915,,0.08287750704458752,,external_intervention,tree
Adult Income,label_noise_asymmetric,high,Decision Tree,0.7652909000497266,0.8508204873197415,,8.552958727001492,,external_intervention,tree
Adult Income,label_noise_asymmetric,high,Gaussian Naive Bayes,0.7863417868390519,0.797778882811205,,1.1437095972153144,,external_intervention,non-tree
Adult Income,label_noise_asymmetric,high,KNN,0.7709265705287585,0.8189955246146196,,4.80689540858611,,external_intervention,non-tree
Adult Income,label_noise_asymmetric,high,LightGBM,0.7578319244157136,0.8659041936018564,,10.807226918614287,,external_intervention,tree
Adult Income,label_noise_asymmetric,high,Logistic Regression,0.7561743742748218,0.817503729487817,,6.132935521299521,,external_intervention,non-tree
Adult Income,label_noise_asymmetric,high,MLP,0.7624730648102105,0.845682081882977,,8.32090170727665,,external_intervention,non-tree
Adult Income,label_noise_asymmetric,high,Random Forest,0.7526935189789491,0.8526437924747223,,9.995027349577324,,external_intervention,tree
Adult Income,label_noise_asymmetric,high,XGBoost,0.7594894745566053,0.8668987236863915,,10.740924912978622,,external_intervention,tree
Adult Income,label_noise_asymmetric,low,Decision Tree,0.8397149013757667,0.8508204873197415,,1.1105585943974816,,external_intervention,tree
Adult Income,label_noise_asymmetric,low,Gaussian Naive Bayes,0.8145201392342118,0.797778882811205,,-1.6741256423006834,,external_intervention,non-tree
Adult Income,label_noise_asymmetric,low,KNN,0.8148516492623902,0.8189955246146196,,0.4143875352229376,,external_intervention,non-tree
Adult Income,label_noise_asymmetric,low,LightGBM,0.8559588927565058,0.8659041936018564,,0.9945300845350613,,external_intervention,tree
Adult Income,label_noise_asymmetric,low,Logistic Regression,0.7989391679098292,0.817503729487817,,1.8564561577987804,,external_intervention,non-tree
Adult Income,label_noise_asymmetric,low,MLP,0.8345764959390022,0.845682081882977,,1.1105585943974816,,external_intervention,non-tree
Adult Income,label_noise_asymmetric,low,Random Forest,0.849494447207028,0.8526437924747223,,0.3149345267694281,,external_intervention,tree
Adult Income,label_noise_asymmetric,low,XGBoost,0.8599370130946461,0.8668987236863915,,0.696171059174544,,external_intervention,tree
Adult Income,label_noise_asymmetric,medium,Decision Tree,0.805237858445218,0.8508204873197415,,4.558262887452347,,external_intervention,tree
Adult Income,label_noise_asymmetric,medium,Gaussian Naive Bayes,0.7997679429802752,0.797778882811205,,-0.19890601690701892,,external_intervention,non-tree
Adult Income,label_noise_asymmetric,medium,KNN,0.7931377424167081,0.8189955246146196,,2.585778219791146,,external_intervention,non-tree
Adult Income,label_noise_asymmetric,medium,LightGBM,0.8150174042764794,0.8659041936018564,,5.088678932537705,,external_intervention,tree
Adult Income,label_noise_asymmetric,medium,Logistic Regression,0.7709265705287585,0.817503729487817,,4.657715895905856,,external_intervention,non-tree
Adult Income,label_noise_asymmetric,medium,MLP,0.7918117023039947,0.845682081882977,,5.387037957898233,,external_intervention,non-tree
Adult Income,label_noise_asymmetric,medium,Random Forest,0.7957898226421349,0.8526437924747223,,5.685396983258739,,external_intervention,tree
Adult Income,label_noise_asymmetric,medium,XGBoost,0.8140228741919443,0.8668987236863915,,5.287584949444724,,external_intervention,tree
Adult Income,missing_values,high,Decision Tree,0.8423669816011934,0.8508204873197415,0.8402121664180342,0.8453505718548082,-0.21548151831591866,automated_cleaning,tree
Adult Income,missing_values,high,Gaussian Naive Bayes,0.789325377092657,0.797778882811205,0.8131940991214984,0.8453505718547971,2.3868722028841383,automated_cleaning,non-tree
Adult Income,missing_values,high,KNN,0.8060666335156639,0.8189955246146196,0.8171722194596387,1.2928891098955675,1.1105585943974816,automated_cleaning,non-tree
Adult Income,missing_values,high,LightGBM,0.8624233383059837,0.8659041936018564,0.8614288082214487,0.348085529587272,-0.09945300845349836,automated_cleaning,tree
Adult Income,missing_values,high,Logistic Regression,0.815680424332836,0.817503729487817,0.8143543842201226,0.18233051549809698,-0.13260401127134225,automated_cleaning,non-tree
Adult Income,missing_values,high,MLP,0.8425327366152826,0.845682081882977,0.8378915962207857,0.3149345267694392,-0.4641140394496923,automated_cleaning,non-tree
Adult Income,missing_values,high,Random Forest,0.8498259572352064,0.8526437924747223,0.8488314271506713,0.28178352395159534,-0.09945300845350946,automated_cleaning,tree
Adult Income,missing_values,high,XGBoost,0.8629206033482513,0.8668987236863915,0.8602685231228244,0.39781203381402674,-0.2652080225426845,automated_cleaning,tree
Adult Income,missing_values,low,Decision Tree,0.8473396320238687,0.8508204873197415,0.8475053870379579,0.348085529587272,0.016575501408910842,automated_cleaning,tree
Adult Income,missing_values,low,Gaussian Naive Bayes,0.7878335819658545,0.797778882811205,0.7999336979943643,0.9945300845350502,1.21001160285098,automated_cleaning,non-tree
Adult Income,missing_values,low,KNN,0.814685894248301,0.8189955246146196,0.8194927896568871,0.43096303663185953,0.48068954085861426,automated_cleaning,non-tree
Adult Income,missing_values,low,LightGBM,0.8667329686723023,0.8659041936018564,0.8644123984750539,-0.08287750704458752,-0.2320570197248406,automated_cleaning,tree
Adult Income,missing_values,low,Logistic Regression,0.8158461793469253,0.817503729487817,0.8178352395159953,0.16575501408917503,0.19890601690700782,automated_cleaning,non-tree
Adult Income,missing_values,low,MLP,0.8441902867561744,0.845682081882977,0.8471738770097795,0.1491795126802642,0.2983590253605173,automated_cleaning,non-tree
Adult Income,missing_values,low,Random Forest,0.8524780374606332,0.8526437924747223,0.850488977291563,0.016575501408910842,-0.19890601690701892,automated_cleaning,tree
Adult Income,missing_values,low,XGBoost,0.8650754185314106,0.8668987236863915,0.8632521133764296,0.18233051549809698,-0.18233051549809698,automated_cleaning,tree
Adult Income,missing_values,medium,Decision Tree,0.8461793469252444,0.8508204873197415,0.8448533068125311,0.4641140394497034,-0.13260401127133115,automated_cleaning,tree
Adult Income,missing_values,medium,Gaussian Naive Bayes,0.789325377092657,0.797778882811205,0.8120338140228742,0.8453505718547971,2.270843693021718,automated_cleaning,non-tree
Adult Income,missing_values,medium,KNN,0.8082214486988232,0.8189955246146196,0.8173379744737278,1.0774075915796377,0.9116525774904627,automated_cleaning,non-tree
Adult Income,missing_values,medium,LightGBM,0.8662357036300348,0.8659041936018564,0.8662357036300348,-0.033151002817832786,0.0,automated_cleaning,tree
Adult Income,missing_values,medium,Logistic Regression,0.8163434443891928,0.817503729487817,0.8145201392342118,0.1160285098624203,-0.18233051549809698,automated_cleaning,non-tree
Adult Income,missing_values,medium,MLP,0.8403779214321233,0.845682081882977,0.8350737609812697,0.530416045085369,-0.5304160450853579,automated_cleaning,non-tree
Adult Income,missing_values,medium,Random Forest,0.8511519973479198,0.8526437924747223,0.8475053870379579,0.1491795126802531,-0.36466103099619396,automated_cleaning,tree
Adult Income,missing_values,medium,XGBoost,0.8655726835736781,0.8668987236863915,0.8644123984750539,0.13260401127134225,-0.1160285098624203,automated_cleaning,tree
Adult Income,missing_values_mnar,high,Decision Tree,0.759157964528427,0.8508204873197415,0.7878335819658545,9.166252279131449,2.8675617437427525,automated_cleaning,tree
Adult Income,missing_values_mnar,high,Gaussian Naive Bayes,0.7986076578816509,0.797778882811205,0.7813691364163766,-0.08287750704458752,-1.723852146527427,automated_cleaning,non-tree
Adult Income,missing_values_mnar,high,KNN,0.7598209845847836,0.8189955246146196,0.7984419028675618,5.917454002983591,3.862091828277814,automated_cleaning,non-tree
Adult Income,missing_values_mnar,high,LightGBM,0.7510359688380573,0.8659041936018564,0.7870048068954086,11.48682247637991,3.5968838057351293,automated_cleaning,tree
Adult Income,missing_values_mnar,high,Logistic Regression,0.7715895905851152,0.817503729487817,0.8004309630366319,4.5914138902701795,2.8841372451516634,automated_cleaning,non-tree
Adult Income,missing_values_mnar,high,MLP,0.7548483341621084,0.845682081882977,0.7841869716558926,9.083374772086861,2.933863749378418,automated_cleaning,non-tree
Adult Income,missing_values_mnar,high,Random Forest,0.7510359688380573,0.8526437924747223,0.7820321564727333,10.160782363666499,3.099618763467593,automated_cleaning,tree
Adult Income,missing_values_mnar,high,XGBoost,0.7510359688380573,0.8668987236863915,0.7868390518813194,11.586275484833418,3.5803083043262074,automated_cleaning,tree
Adult Income,missing_values_mnar,low,Decision Tree,0.7926404773744405,0.8508204873197415,0.8329189457981104,5.818000994530093,4.027846842366989,automated_cleaning,tree
Adult Income,missing_values_mnar,low,Gaussian Naive Bayes,0.7936350074589756,0.797778882811205,0.8291065804740594,0.4143875352229376,3.5471573015083746,automated_cleaning,non-tree
Adult Income,missing_values_mnar,low,KNN,0.7903199071771921,0.8189955246146196,0.8186640145864412,2.8675617437427414,2.8344107409249086,automated_cleaning,non-tree
Adult Income,missing_values_mnar,low,LightGBM,0.8035803083043263,0.8659041936018564,0.8436930217139068,6.232388529753019,4.011271340958055,automated_cleaning,tree
Adult Income,missing_values_mnar,low,Logistic Regression,0.7957898226421349,0.817503729487817,0.8180009945300846,2.1713906845682085,2.2211171887949632,automated_cleaning,non-tree
Adult Income,missing_values_mnar,low,MLP,0.7894911321067463,0.845682081882977,0.8286093154317918,5.619094977623074,3.9118183325045575,automated_cleaning,non-tree
Adult Income,missing_values_mnar,low,Random Forest,0.7944637825294215,0.8526437924747223,0.8408751864743909,5.818000994530081,4.641140394496935,automated_cleaning,tree
Adult Income,missing_values_mnar,low,XGBoost,0.8030830432620587,0.8668987236863915,0.8415382065307475,6.381568042433283,3.845516326868881,automated_cleaning,tree
Adult Income,missing_values_mnar,medium,Decision Tree,0.7656224100779049,0.8508204873197415,0.8075584286424664,8.519807724183659,4.193601856456153,automated_cleaning,tree
Adult Income,missing_values_mnar,medium,Gaussian Naive Bayes,0.7974473727830267,0.797778882811205,0.8044090833747721,0.033151002817832786,0.696171059174544,automated_cleaning,non-tree
Adult Income,missing_values_mnar,medium,KNN,0.7679429802751533,0.8189955246146196,0.8160119343610144,5.105254433946627,4.80689540858611,automated_cleaning,non-tree
Adult Income,missing_values_mnar,medium,LightGBM,0.7611470246974971,0.8659041936018564,0.8126968340792309,10.475716890435937,5.154980938173381,automated_cleaning,tree
Adult Income,missing_values_mnar,medium,Logistic Regression,0.7860102768108735,0.817503729487817,0.8120338140228742,3.149345267694348,2.602353721200068,automated_cleaning,non-tree
Adult Income,missing_values_mnar,medium,MLP,0.7571689043593569,0.845682081882977,0.8067296535720205,8.851317752362009,4.956074921266362,automated_cleaning,non-tree
Adult Income,missing_values_mnar,medium,Random Forest,0.7538538040775733,0.8526437924747223,0.8130283441074092,9.878998839714903,5.917454002983591,automated_cleaning,tree
Adult Income,missing_values_mnar,medium,XGBoost,0.7596552295706945,0.8668987236863915,0.813691364163766,10.724349411569701,5.403613459307143,automated_cleaning,tree
Adult Income,outliers,high,Decision Tree,0.8476711420520471,0.8508204873197415,0.8476711420520471,0.3149345267694392,0.0,automated_cleaning,tree
Adult Income,outliers,high,Gaussian Naive Bayes,0.7802088513177524,0.797778882811205,0.7924747223603514,1.7570031493452598,1.226587104259902,automated_cleaning,non-tree
Adult Income,outliers,high,KNN,0.8160119343610144,0.8189955246146196,0.8125310790651418,0.2983590253605173,-0.3480855295872609,automated_cleaning,non-tree
Adult Income,outliers,high,LightGBM,0.8667329686723023,0.8659041936018564,0.8678932537709265,-0.08287750704458752,0.1160285098624203,automated_cleaning,tree
Adult Income,outliers,high,Logistic Regression,0.7828609315431792,0.817503729487817,0.7936350074589756,3.464279794463787,1.0774075915796488,automated_cleaning,non-tree
Adult Income,outliers,high,MLP,0.8423669816011934,0.845682081882977,0.8420354715730151,0.33151002817836117,-0.033151002817832786,automated_cleaning,non-tree
Adult Income,outliers,high,Random Forest,0.8508204873197415,0.8526437924747223,0.852312282446544,0.18233051549808588,0.1491795126802531,automated_cleaning,tree
Adult Income,outliers,high,XGBoost,0.8680590087850157,0.8668987236863915,0.8670644787004806,-0.1160285098624203,-0.09945300845350946,automated_cleaning,tree
Adult Income,outliers,low,Decision Tree,0.8486656721365822,0.8508204873197415,0.8509862423338306,0.21548151831592977,0.2320570197248406,automated_cleaning,tree
Adult Income,outliers,low,Gaussian Naive Bayes,0.8184982595723521,0.797778882811205,0.8171722194596387,-2.07193767611471,-0.13260401127134225,automated_cleaning,non-tree
Adult Income,outliers,low,KNN,0.8208188297696005,0.8189955246146196,0.8221448698823139,-0.18233051549809698,0.13260401127134225,automated_cleaning,non-tree
Adult Income,outliers,low,LightGBM,0.8678932537709265,0.8659041936018564,0.8695508039118184,-0.19890601690700782,0.16575501408918614,automated_cleaning,tree
Adult Income,outliers,low,Logistic Regression,0.8103762638819825,0.817503729487817,0.8153489143046577,0.7127465605834549,0.4972650422675251,automated_cleaning,non-tree
Adult Income,outliers,low,MLP,0.8426984916293718,0.845682081882977,0.8453505718547986,0.2983590253605173,0.2652080225426734,automated_cleaning,non-tree
Adult Income,outliers,low,Random Forest,0.8519807724183657,0.8526437924747223,0.8538040775733466,0.06630200563566557,0.18233051549809698,automated_cleaning,tree
Adult Income,outliers,low,XGBoost,0.8667329686723023,0.8668987236863915,0.8680590087850157,0.016575501408921944,0.13260401127134225,automated_cleaning,tree
Adult Income,outliers,medium,Decision Tree,0.8508204873197415,0.8508204873197415,0.850488977291563,0.0,-0.03315100281784389,automated_cleaning,tree
Adult Income,outliers,medium,Gaussian Naive Bayes,0.8093817337974474,0.797778882811205,0.8133598541355876,-1.1602850986242363,0.39781203381402674,automated_cleaning,non-tree
Adult Income,outliers,medium,KNN,0.8201558097132439,0.8189955246146196,0.8221448698823139,-0.1160285098624314,0.19890601690700782,automated_cleaning,non-tree
Adult Income,outliers,medium,LightGBM,0.8668987236863915,0.8659041936018564,0.870213823968175,-0.09945300845350946,0.33151002817835007,automated_cleaning,tree
Adult Income,outliers,medium,Logistic Regression,0.7971158627548484,0.817503729487817,0.8042433283606829,2.0387866732968662,0.7127465605834549,automated_cleaning,non-tree
Adult Income,outliers,medium,MLP,0.8410409414884801,0.845682081882977,0.8398806563898558,0.4641140394496923,-0.1160285098624314,automated_cleaning,non-tree
Adult Income,outliers,medium,Random Forest,0.8529753025029008,0.8526437924747223,0.854135587601525,-0.03315100281784389,0.1160285098624203,automated_cleaning,tree
Adult Income,outliers,medium,XGBoost,0.8667329686723023,0.8668987236863915,0.8708768440245317,0.016575501408921944,0.4143875352229376,automated_cleaning,tree
Adult Income,outliers_targeted,high,Decision Tree,0.8451848168407095,0.8508204873197415,0.8458478368970661,0.5635670479032018,0.06630200563566557,automated_cleaning,tree
Adult Income,outliers_targeted,high,Gaussian Naive Bayes,0.7886623570363004,0.797778882811205,0.7886623570363004,0.9116525774904627,0.0,automated_cleaning,non-tree
Adult Income,outliers_targeted,high,KNN,0.8141886292060335,0.8189955246146196,0.8135256091496768,0.48068954085860316,-0.06630200563567668,automated_cleaning,non-tree
Adult Income,outliers_targeted,high,LightGBM,0.8649096635173213,0.8659041936018564,0.8649096635173213,0.09945300845350946,0.0,automated_cleaning,tree
Adult Income,outliers_targeted,high,Logistic Regression,0.7964528426984916,0.817503729487817,0.8035803083043263,2.105088678932543,0.712746560583466,automated_cleaning,non-tree
Adult Income,outliers_targeted,high,MLP,0.8446875517984419,0.845682081882977,0.8471738770097795,0.09945300845350946,0.24863252113376255,automated_cleaning,non-tree
Adult Income,outliers_targeted,high,Random Forest,0.8531410575169899,0.8526437924747223,0.8543013426156141,-0.04972650422675473,0.1160285098624203,automated_cleaning,tree
Adult Income,outliers_targeted,high,XGBoost,0.8657384385877673,0.8668987236863915,0.8642466434609647,0.1160285098624203,-0.1491795126802642,automated_cleaning,tree
Adult Income,outliers_targeted,low,Decision Tree,0.8468423669816012,0.8508204873197415,0.8473396320238687,0.39781203381402674,0.04972650422675473,automated_cleaning,tree
Adult Income,outliers_targeted,low,Gaussian Naive Bayes,0.791148682247638,0.797778882811205,0.7961213326703133,0.6630200563567001,0.4972650422675251,automated_cleaning,non-tree
Adult Income,outliers_targeted,low,KNN,0.8204873197414222,0.8189955246146196,0.8199900546991546,-0.1491795126802642,-0.04972650422675473,automated_cleaning,non-tree
Adult Income,outliers_targeted,low,LightGBM,0.8670644787004806,0.8659041936018564,0.8677274987568374,-0.1160285098624203,0.06630200563567668,automated_cleaning,tree
Adult Income,outliers_targeted,low,Logistic Regression,0.8125310790651418,0.817503729487817,0.8153489143046577,0.4972650422675251,0.28178352395159534,automated_cleaning,non-tree
Adult Income,outliers_targeted,low,MLP,0.8443560417702636,0.845682081882977,0.8461793469252444,0.13260401127134225,0.18233051549808588,automated_cleaning,non-tree
Adult Income,outliers_targeted,low,Random Forest,0.8514835073760981,0.8526437924747223,0.8519807724183657,0.1160285098624203,0.04972650422675473,automated_cleaning,tree
Adult Income,outliers_targeted,low,XGBoost,0.868224763799105,0.8668987236863915,0.8662357036300348,-0.13260401127134225,-0.19890601690701892,automated_cleaning,tree
Adult Income,outliers_targeted,medium,Decision Tree,0.8486656721365822,0.8508204873197415,0.8486656721365822,0.21548151831592977,0.0,automated_cleaning,tree
Adult Income,outliers_targeted,medium,Gaussian Naive Bayes,0.7888281120503895,0.797778882811205,0.789325377092657,0.8950770760815518,0.04972650422675473,automated_cleaning,non-tree
Adult Income,outliers_targeted,medium,KNN,0.8160119343610144,0.8189955246146196,0.8214818498259573,0.2983590253605173,0.5469915464942909,automated_cleaning,non-tree
Adult Income,outliers_targeted,medium,LightGBM,0.8655726835736781,0.8659041936018564,0.8677274987568374,0.033151002817832786,0.21548151831592977,automated_cleaning,tree
Adult Income,outliers_targeted,medium,Logistic Regression,0.8002652080225426,0.817503729487817,0.8085529587270015,1.7238521465274381,0.8287750704458863,automated_cleaning,non-tree
Adult Income,outliers_targeted,medium,MLP,0.843858776727996,0.845682081882977,0.8480026520802254,0.18233051549809698,0.4143875352229376,automated_cleaning,non-tree
Adult Income,outliers_targeted,medium,Random Forest,0.8531410575169899,0.8526437924747223,0.8521465274324548,-0.04972650422675473,-0.09945300845350946,automated_cleaning,tree
Adult Income,outliers_targeted,medium,XGBoost,0.8660699486159457,0.8668987236863915,0.8665672136582132,0.08287750704458752,0.04972650422675473,automated_cleaning,tree
Adult Income,provenance_issues,high,Decision Tree,0.8450190618266202,0.8508204873197415,,0.5801425493121237,,external_intervention,tree
Adult Income,provenance_issues,high,Gaussian Naive Bayes,0.7931377424167081,0.797778882811205,,0.4641140394496923,,external_intervention,non-tree
Adult Income,provenance_issues,high,KNN,0.8163434443891928,0.8189955246146196,,0.2652080225426734,,external_intervention,non-tree
Adult Income,provenance_issues,high,LightGBM,0.8632521133764296,0.8659041936018564,,0.2652080225426845,,external_intervention,tree
Adult Income,provenance_issues,high,Logistic Regression,0.8005967180507211,0.817503729487817,,1.6907011437095942,,external_intervention,non-tree
Adult Income,provenance_issues,high,MLP,0.8415382065307475,0.845682081882977,,0.4143875352229487,,external_intervention,non-tree
Adult Income,provenance_issues,high,Random Forest,0.8516492623901873,0.8526437924747223,,0.09945300845349836,,external_intervention,tree
Adult Income,provenance_issues,high,XGBoost,0.8627548483341622,0.8668987236863915,,0.4143875352229376,,external_intervention,tree
Adult Income,provenance_issues,low,Decision Tree,0.848499917122493,0.8508204873197415,,0.2320570197248517,,external_intervention,tree
Adult Income,provenance_issues,low,Gaussian Naive Bayes,0.7918117023039947,0.797778882811205,,0.5967180507210346,,external_intervention,non-tree
Adult Income,provenance_issues,low,KNN,0.8206530747555113,0.8189955246146196,,-0.16575501408917503,,external_intervention,non-tree
Adult Income,provenance_issues,low,LightGBM,0.8665672136582132,0.8659041936018564,,-0.06630200563567668,,external_intervention,tree
Adult Income,provenance_issues,low,Logistic Regression,0.8088844687551798,0.817503729487817,,0.8619260732637191,,external_intervention,non-tree
Adult Income,provenance_issues,low,MLP,0.8433615116857285,0.845682081882977,,0.2320570197248517,,external_intervention,non-tree
Adult Income,provenance_issues,low,Random Forest,0.8509862423338306,0.8526437924747223,,0.16575501408917503,,external_intervention,tree
Adult Income,provenance_issues,low,XGBoost,0.8668987236863915,0.8668987236863915,,0.0,,external_intervention,tree
Adult Income,provenance_issues,medium,Decision Tree,0.8460135919111553,0.8508204873197415,,0.48068954085861426,,external_intervention,tree
Adult Income,provenance_issues,medium,Gaussian Naive Bayes,0.7924747223603514,0.797778882811205,,0.5304160450853579,,external_intervention,non-tree
Adult Income,provenance_issues,medium,KNN,0.8186640145864412,0.8189955246146196,,0.033151002817832786,,external_intervention,non-tree
Adult Income,provenance_issues,medium,LightGBM,0.8630863583623405,0.8659041936018564,,0.28178352395159534,,external_intervention,tree
Adult Income,provenance_issues,medium,Logistic Regression,0.8029172882479695,0.817503729487817,,1.4586441239847536,,external_intervention,non-tree
Adult Income,provenance_issues,medium,MLP,0.8463451019393337,0.845682081882977,,-0.06630200563566557,,external_intervention,non-tree
Adult Income,provenance_issues,medium,Random Forest,0.8508204873197415,0.8526437924747223,,0.18233051549808588,,external_intervention,tree
Adult Income,provenance_issues,medium,XGBoost,0.8654069285595889,0.8668987236863915,,0.1491795126802642,,external_intervention,tree
Adult Income,redundant_features,high,Decision Tree,0.8493286921929388,0.8508204873197415,0.8498259572352064,0.1491795126802642,0.04972650422675473,automated_cleaning,tree
Adult Income,redundant_features,high,Gaussian Naive Bayes,0.7974473727830267,0.797778882811205,0.797778882811205,0.033151002817832786,0.033151002817832786,automated_cleaning,non-tree
Adult Income,redundant_features,high,KNN,0.8145201392342118,0.8189955246146196,0.8189955246146196,0.4475385380407704,0.4475385380407704,automated_cleaning,non-tree
Adult Income,redundant_features,high,LightGBM,0.8619260732637162,0.8659041936018564,0.8659041936018564,0.39781203381402674,0.39781203381402674,automated_cleaning,tree
Adult Income,redundant_features,high,Logistic Regression,0.8151831592905685,0.817503729487817,0.817503729487817,0.2320570197248517,0.2320570197248517,automated_cleaning,non-tree
Adult Income,redundant_features,high,MLP,0.8383888612630532,0.845682081882977,0.8426984916293718,0.7293220619923768,0.43096303663185953,automated_cleaning,non-tree
Adult Income,redundant_features,high,Random Forest,0.8503232222774739,0.8526437924747223,0.8533068125310791,0.2320570197248406,0.2983590253605173,automated_cleaning,tree
Adult Income,redundant_features,high,XGBoost,0.8622575832918946,0.8668987236863915,0.8668987236863915,0.4641140394496923,0.4641140394496923,automated_cleaning,tree
Adult Income,redundant_features,low,Decision Tree,0.8508204873197415,0.8508204873197415,0.8508204873197415,0.0,0.0,automated_cleaning,tree
Adult Income,redundant_features,low,Gaussian Naive Bayes,0.797778882811205,0.797778882811205,0.797778882811205,0.0,0.0,automated_cleaning,non-tree
Adult Income,redundant_features,low,KNN,0.8189955246146196,0.8189955246146196,0.8189955246146196,0.0,0.0,automated_cleaning,non-tree
Adult Income,redundant_features,low,LightGBM,0.8659041936018564,0.8659041936018564,0.8659041936018564,0.0,0.0,automated_cleaning,tree
Adult Income,redundant_features,low,Logistic Regression,0.817503729487817,0.817503729487817,0.817503729487817,0.0,0.0,automated_cleaning,non-tree
Adult Income,redundant_features,low,MLP,0.8483341621084037,0.845682081882977,0.8483341621084037,-0.2652080225426734,0.0,automated_cleaning,non-tree
Adult Income,redundant_features,low,Random Forest,0.852312282446544,0.8526437924747223,0.852312282446544,0.033151002817832786,0.0,automated_cleaning,tree
Adult Income,redundant_features,low,XGBoost,0.8668987236863915,0.8668987236863915,0.8668987236863915,0.0,0.0,automated_cleaning,tree
Adult Income,redundant_features,medium,Decision Tree,0.8239681750372949,0.8508204873197415,0.8508204873197415,2.6852312282446555,2.6852312282446555,automated_cleaning,tree
Adult Income,redundant_features,medium,Gaussian Naive Bayes,0.7957898226421349,0.797778882811205,0.797778882811205,0.19890601690700782,0.19890601690700782,automated_cleaning,non-tree
Adult Income,redundant_features,medium,KNN,0.8125310790651418,0.8189955246146196,0.8189955246146196,0.6464445549477782,0.6464445549477782,automated_cleaning,non-tree
Adult Income,redundant_features,medium,LightGBM,0.8554616277142384,0.8659041936018564,0.8659041936018564,1.044256588761805,1.044256588761805,automated_cleaning,tree
Adult Income,redundant_features,medium,Logistic Regression,0.8072269186142881,0.817503729487817,0.817503729487817,1.027681087352894,1.027681087352894,automated_cleaning,non-tree
Adult Income,redundant_features,medium,MLP,0.8417039615448367,0.845682081882977,0.8483341621084037,0.39781203381402674,0.6630200563567001,automated_cleaning,non-tree
Adult Income,redundant_features,medium,Random Forest,0.845682081882977,0.8526437924747223,0.852312282446544,0.6961710591745329,0.6630200563567001,automated_cleaning,tree
Adult Income,redundant_features,medium,XGBoost,0.8566219128128626,0.8668987236863915,0.8668987236863915,1.027681087352894,1.027681087352894,automated_cleaning,tree
Adult Income,typographical_errors,high,Decision Tree,0.8509862423338306,0.8508204873197415,0.8501574672633847,-0.016575501408910842,-0.08287750704458752,automated_cleaning,tree
Adult Income,typographical_errors,high,Gaussian Naive Bayes,0.7938007624730649,0.797778882811205,0.8044090833747721,0.39781203381401564,1.0608320901707269,automated_cleaning,non-tree
Adult Income,typographical_errors,high,KNN,0.8133598541355876,0.8189955246146196,0.813691364163766,0.5635670479031907,0.033151002817832786,automated_cleaning,non-tree
Adult Income,typographical_errors,high,LightGBM,0.8672302337145699,0.8659041936018564,0.8680590087850157,-0.13260401127134225,0.08287750704458752,automated_cleaning,tree
Adult Income,typographical_errors,high,Logistic Regression,0.8196585446709763,0.817503729487817,0.8264545002486325,-0.21548151831592977,0.6795955577656221,automated_cleaning,non-tree
Adult Income,typographical_errors,high,MLP,0.8463451019393337,0.845682081882977,0.8402121664180342,-0.06630200563566557,-0.6132935521299454,automated_cleaning,non-tree
Adult Income,typographical_errors,high,Random Forest,0.8516492623901873,0.8526437924747223,0.8513177523620089,0.09945300845349836,-0.03315100281784389,automated_cleaning,tree
Adult Income,typographical_errors,high,XGBoost,0.8672302337145699,0.8668987236863915,0.8655726835736781,-0.033151002817832786,-0.16575501408917503,automated_cleaning,tree
