Dataset,Error_Type,Severity,Model,Condition,Accuracy,Precision,Recall,F1,AUC,Balanced_Accuracy,AUPRC,Train_Seconds,N_Train_Rows,N_Features,Metadata
Breast Cancer,missing_values,low,Logistic Regression,dirty,0.9912280701754386,1.0,0.9761904761904762,0.9879518072289156,0.9963624338624338,0.9880952380952381,0.9950584007187782,0.009766101837158203,455,30,"{'error_type': 'missing_values', 'intended_rate': 10, 'actual_rate': np.float64(9.494505494505495), 'cells_corrupted': 1365, 'injection_version': 1, 'seed': 123}"
Breast Cancer,missing_values,low,Gaussian Naive Bayes,dirty,0.9210526315789473,0.9230769230769231,0.8571428571428571,0.8888888888888888,0.988095238095238,0.9077380952380952,0.980738559846398,0.0009930133819580078,455,30,"{'error_type': 'missing_values', 'intended_rate': 10, 'actual_rate': np.float64(9.494505494505495), 'cells_corrupted': 1365, 'injection_version': 1, 'seed': 123}"
Breast Cancer,missing_values,low,KNN,dirty,0.9473684210526315,0.9736842105263158,0.8809523809523809,0.925,0.9833002645502646,0.933531746031746,0.9745548937278261,0.0009763240814208984,455,30,"{'error_type': 'missing_values', 'intended_rate': 10, 'actual_rate': np.float64(9.494505494505495), 'cells_corrupted': 1365, 'injection_version': 1, 'seed': 123}"
Breast Cancer,missing_values,low,MLP,dirty,0.9649122807017544,1.0,0.9047619047619048,0.95,0.9923941798941798,0.9523809523809523,0.9893090669907494,0.2810380458831787,455,30,"{'error_type': 'missing_values', 'intended_rate': 10, 'actual_rate': np.float64(9.494505494505495), 'cells_corrupted': 1365, 'injection_version': 1, 'seed': 123}"
Breast Cancer,missing_values,low,Decision Tree,dirty,0.9210526315789473,0.9459459459459459,0.8333333333333334,0.8860759493670886,0.9027777777777778,0.9027777777777778,0.8496917970602181,0.01096796989440918,455,30,"{'error_type': 'missing_values', 'intended_rate': 10, 'actual_rate': np.float64(9.494505494505495), 'cells_corrupted': 1365, 'injection_version': 1, 'seed': 123}"
Breast Cancer,missing_values,low,Random Forest,dirty,0.956140350877193,0.9743589743589743,0.9047619047619048,0.9382716049382716,0.9927248677248677,0.9454365079365079,0.9890114908731928,0.10238218307495117,455,30,"{'error_type': 'missing_values', 'intended_rate': 10, 'actual_rate': np.float64(9.494505494505495), 'cells_corrupted': 1365, 'injection_version': 1, 'seed': 123}"
Breast Cancer,missing_values,low,XGBoost,dirty,0.9824561403508771,1.0,0.9523809523809523,0.975609756097561,0.9930555555555556,0.9761904761904762,0.992063492063492,0.059545278549194336,455,30,"{'error_type': 'missing_values', 'intended_rate': 10, 'actual_rate': np.float64(9.494505494505495), 'cells_corrupted': 1365, 'injection_version': 1, 'seed': 123}"
Breast Cancer,missing_values,low,LightGBM,dirty,0.9649122807017544,1.0,0.9047619047619048,0.95,0.9957010582010581,0.9523809523809523,0.9939107872018267,0.040697574615478516,455,30,"{'error_type': 'missing_values', 'intended_rate': 10, 'actual_rate': np.float64(9.494505494505495), 'cells_corrupted': 1365, 'injection_version': 1, 'seed': 123}"
Breast Cancer,missing_values,low,Logistic Regression,cleaned,0.9736842105263158,0.975609756097561,0.9523809523809523,0.963855421686747,0.9963624338624338,0.9692460317460317,0.9945670995670997,0.009806156158447266,455,30,"{'error_type': 'missing_values', 'intended_rate': 10, 'actual_rate': np.float64(9.494505494505495), 'cells_corrupted': 1365, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'KNN imputation', 'reason': 'imputation', 'rows_before': 455, 'rows_after': 455, 'test_transformed': False, 'seed': 123}"
Breast Cancer,missing_values,low,Gaussian Naive Bayes,cleaned,0.9210526315789473,0.9230769230769231,0.8571428571428571,0.8888888888888888,0.9887566137566137,0.9077380952380952,0.9817770162624289,0.0019426345825195312,455,30,"{'error_type': 'missing_values', 'intended_rate': 10, 'actual_rate': np.float64(9.494505494505495), 'cells_corrupted': 1365, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'KNN imputation', 'reason': 'imputation', 'rows_before': 455, 'rows_after': 455, 'test_transformed': False, 'seed': 123}"
Breast Cancer,missing_values,low,KNN,cleaned,0.956140350877193,0.9743589743589743,0.9047619047619048,0.9382716049382716,0.9828042328042329,0.9454365079365079,0.9734598562771937,0.0019526481628417969,455,30,"{'error_type': 'missing_values', 'intended_rate': 10, 'actual_rate': np.float64(9.494505494505495), 'cells_corrupted': 1365, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'KNN imputation', 'reason': 'imputation', 'rows_before': 455, 'rows_after': 455, 'test_transformed': False, 'seed': 123}"
Breast Cancer,missing_values,low,MLP,cleaned,0.9649122807017544,1.0,0.9047619047619048,0.95,0.9910714285714286,0.9523809523809523,0.98805965188079,0.3185732364654541,455,30,"{'error_type': 'missing_values', 'intended_rate': 10, 'actual_rate': np.float64(9.494505494505495), 'cells_corrupted': 1365, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'KNN imputation', 'reason': 'imputation', 'rows_before': 455, 'rows_after': 455, 'test_transformed': False, 'seed': 123}"
Breast Cancer,missing_values,low,Decision Tree,cleaned,0.9210526315789473,0.8837209302325582,0.9047619047619048,0.8941176470588236,0.9176587301587301,0.9176587301587302,0.8346447514134173,0.0049097537994384766,455,30,"{'error_type': 'missing_values', 'intended_rate': 10, 'actual_rate': np.float64(9.494505494505495), 'cells_corrupted': 1365, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'KNN imputation', 'reason': 'imputation', 'rows_before': 455, 'rows_after': 455, 'test_transformed': False, 'seed': 123}"
Breast Cancer,missing_values,low,Random Forest,cleaned,0.9736842105263158,1.0,0.9285714285714286,0.9629629629629629,0.9947089947089947,0.9642857142857143,0.9918979962098644,0.1136927604675293,455,30,"{'error_type': 'missing_values', 'intended_rate': 10, 'actual_rate': np.float64(9.494505494505495), 'cells_corrupted': 1365, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'KNN imputation', 'reason': 'imputation', 'rows_before': 455, 'rows_after': 455, 'test_transformed': False, 'seed': 123}"
Breast Cancer,missing_values,low,XGBoost,cleaned,0.9824561403508771,1.0,0.9523809523809523,0.975609756097561,0.9933862433862434,0.9761904761904762,0.991749723145072,0.07056450843811035,455,30,"{'error_type': 'missing_values', 'intended_rate': 10, 'actual_rate': np.float64(9.494505494505495), 'cells_corrupted': 1365, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'KNN imputation', 'reason': 'imputation', 'rows_before': 455, 'rows_after': 455, 'test_transformed': False, 'seed': 123}"
Breast Cancer,missing_values,low,LightGBM,cleaned,0.9736842105263158,1.0,0.9285714285714286,0.9629629629629629,0.9947089947089947,0.9642857142857143,0.9931674424155628,0.03418326377868652,455,30,"{'error_type': 'missing_values', 'intended_rate': 10, 'actual_rate': np.float64(9.494505494505495), 'cells_corrupted': 1365, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'KNN imputation', 'reason': 'imputation', 'rows_before': 455, 'rows_after': 455, 'test_transformed': False, 'seed': 123}"
Breast Cancer,missing_values,medium,Logistic Regression,dirty,0.9824561403508771,1.0,0.9523809523809523,0.975609756097561,0.998015873015873,0.9761904761904762,0.9970238095238095,0.004864931106567383,455,30,"{'error_type': 'missing_values', 'intended_rate': 20, 'actual_rate': np.float64(18.168498168498168), 'cells_corrupted': 2730, 'injection_version': 1, 'seed': 123}"
Breast Cancer,missing_values,medium,Gaussian Naive Bayes,dirty,0.9210526315789473,0.9230769230769231,0.8571428571428571,0.8888888888888888,0.9884259259259259,0.9077380952380952,0.9811986472630072,0.0009768009185791016,455,30,"{'error_type': 'missing_values', 'intended_rate': 20, 'actual_rate': np.float64(18.168498168498168), 'cells_corrupted': 2730, 'injection_version': 1, 'seed': 123}"
Breast Cancer,missing_values,medium,KNN,dirty,0.956140350877193,0.9743589743589743,0.9047619047619048,0.9382716049382716,0.9849537037037037,0.9454365079365079,0.9774574110100426,0.0,455,30,"{'error_type': 'missing_values', 'intended_rate': 20, 'actual_rate': np.float64(18.168498168498168), 'cells_corrupted': 2730, 'injection_version': 1, 'seed': 123}"
Breast Cancer,missing_values,medium,MLP,dirty,0.9824561403508771,1.0,0.9523809523809523,0.975609756097561,0.9963624338624338,0.9761904761904762,0.9950584007187782,0.14989805221557617,455,30,"{'error_type': 'missing_values', 'intended_rate': 20, 'actual_rate': np.float64(18.168498168498168), 'cells_corrupted': 2730, 'injection_version': 1, 'seed': 123}"
Breast Cancer,missing_values,medium,Decision Tree,dirty,0.9035087719298246,0.8604651162790697,0.8809523809523809,0.8705882352941177,0.8988095238095237,0.8988095238095237,0.8018884420353208,0.0049016475677490234,455,30,"{'error_type': 'missing_values', 'intended_rate': 20, 'actual_rate': np.float64(18.168498168498168), 'cells_corrupted': 2730, 'injection_version': 1, 'seed': 123}"
Breast Cancer,missing_values,medium,Random Forest,dirty,0.956140350877193,0.9743589743589743,0.9047619047619048,0.9382716049382716,0.9923941798941799,0.9454365079365079,0.9886879326261307,0.09150934219360352,455,30,"{'error_type': 'missing_values', 'intended_rate': 20, 'actual_rate': np.float64(18.168498168498168), 'cells_corrupted': 2730, 'injection_version': 1, 'seed': 123}"
Breast Cancer,missing_values,medium,XGBoost,dirty,0.9736842105263158,1.0,0.9285714285714286,0.9629629629629629,0.9957010582010583,0.9642857142857143,0.9941421012849585,0.05907940864562988,455,30,"{'error_type': 'missing_values', 'intended_rate': 20, 'actual_rate': np.float64(18.168498168498168), 'cells_corrupted': 2730, 'injection_version': 1, 'seed': 123}"
Breast Cancer,missing_values,medium,LightGBM,dirty,0.9824561403508771,1.0,0.9523809523809523,0.975609756097561,0.9970238095238095,0.9761904761904762,0.9957983193277311,0.027343034744262695,455,30,"{'error_type': 'missing_values', 'intended_rate': 20, 'actual_rate': np.float64(18.168498168498168), 'cells_corrupted': 2730, 'injection_version': 1, 'seed': 123}"
Breast Cancer,missing_values,medium,Logistic Regression,cleaned,0.9824561403508771,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.9983465608465609,0.9811507936507937,0.997467071935157,0.006837129592895508,455,30,"{'error_type': 'missing_values', 'intended_rate': 20, 'actual_rate': np.float64(18.168498168498168), 'cells_corrupted': 2730, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'KNN imputation', 'reason': 'imputation', 'rows_before': 455, 'rows_after': 455, 'test_transformed': False, 'seed': 123}"
Breast Cancer,missing_values,medium,Gaussian Naive Bayes,cleaned,0.9210526315789473,0.9230769230769231,0.8571428571428571,0.8888888888888888,0.9884259259259259,0.9077380952380952,0.9811986472630072,0.0009772777557373047,455,30,"{'error_type': 'missing_values', 'intended_rate': 20, 'actual_rate': np.float64(18.168498168498168), 'cells_corrupted': 2730, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'KNN imputation', 'reason': 'imputation', 'rows_before': 455, 'rows_after': 455, 'test_transformed': False, 'seed': 123}"
Breast Cancer,missing_values,medium,KNN,cleaned,0.9385964912280702,0.972972972972973,0.8571428571428571,0.9113924050632911,0.97255291005291,0.9216269841269842,0.9628075490988588,0.0009768009185791016,455,30,"{'error_type': 'missing_values', 'intended_rate': 20, 'actual_rate': np.float64(18.168498168498168), 'cells_corrupted': 2730, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'KNN imputation', 'reason': 'imputation', 'rows_before': 455, 'rows_after': 455, 'test_transformed': False, 'seed': 123}"
Breast Cancer,missing_values,medium,MLP,cleaned,0.9736842105263158,0.975609756097561,0.9523809523809523,0.963855421686747,0.9963624338624338,0.9692460317460317,0.9946908996156603,0.14799737930297852,455,30,"{'error_type': 'missing_values', 'intended_rate': 20, 'actual_rate': np.float64(18.168498168498168), 'cells_corrupted': 2730, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'KNN imputation', 'reason': 'imputation', 'rows_before': 455, 'rows_after': 455, 'test_transformed': False, 'seed': 123}"
Breast Cancer,missing_values,medium,Decision Tree,cleaned,0.9122807017543859,0.9,0.8571428571428571,0.8780487804878049,0.9007936507936508,0.9007936507936507,0.8240601503759398,0.003882884979248047,455,30,"{'error_type': 'missing_values', 'intended_rate': 20, 'actual_rate': np.float64(18.168498168498168), 'cells_corrupted': 2730, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'KNN imputation', 'reason': 'imputation', 'rows_before': 455, 'rows_after': 455, 'test_transformed': False, 'seed': 123}"
Breast Cancer,missing_values,medium,Random Forest,cleaned,0.9649122807017544,0.975,0.9285714285714286,0.9512195121951219,0.9928902116402116,0.9573412698412699,0.9894216763320537,0.08768343925476074,455,30,"{'error_type': 'missing_values', 'intended_rate': 20, 'actual_rate': np.float64(18.168498168498168), 'cells_corrupted': 2730, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'KNN imputation', 'reason': 'imputation', 'rows_before': 455, 'rows_after': 455, 'test_transformed': False, 'seed': 123}"
Breast Cancer,missing_values,medium,XGBoost,cleaned,0.9824561403508771,1.0,0.9523809523809523,0.975609756097561,0.9943783068783068,0.9761904761904762,0.9931396287328491,0.04394388198852539,455,30,"{'error_type': 'missing_values', 'intended_rate': 20, 'actual_rate': np.float64(18.168498168498168), 'cells_corrupted': 2730, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'KNN imputation', 'reason': 'imputation', 'rows_before': 455, 'rows_after': 455, 'test_transformed': False, 'seed': 123}"
Breast Cancer,missing_values,medium,LightGBM,cleaned,0.9649122807017544,0.975,0.9285714285714286,0.9512195121951219,0.9957010582010581,0.9573412698412699,0.993514941427507,0.03555727005004883,455,30,"{'error_type': 'missing_values', 'intended_rate': 20, 'actual_rate': np.float64(18.168498168498168), 'cells_corrupted': 2730, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'KNN imputation', 'reason': 'imputation', 'rows_before': 455, 'rows_after': 455, 'test_transformed': False, 'seed': 123}"
Breast Cancer,missing_values,high,Logistic Regression,dirty,0.9912280701754386,1.0,0.9761904761904762,0.9879518072289156,0.9983465608465609,0.9880952380952381,0.997467071935157,0.004666328430175781,455,30,"{'error_type': 'missing_values', 'intended_rate': 30, 'actual_rate': np.float64(25.963369963369964), 'cells_corrupted': 4095, 'injection_version': 1, 'seed': 123}"
Breast Cancer,missing_values,high,Gaussian Naive Bayes,dirty,0.9035087719298246,0.8780487804878049,0.8571428571428571,0.8674698795180723,0.9831349206349206,0.8938492063492063,0.9724370536355974,0.001953125,455,30,"{'error_type': 'missing_values', 'intended_rate': 30, 'actual_rate': np.float64(25.963369963369964), 'cells_corrupted': 4095, 'injection_version': 1, 'seed': 123}"
Breast Cancer,missing_values,high,KNN,dirty,0.9298245614035088,0.9722222222222222,0.8333333333333334,0.8974358974358975,0.9819775132275133,0.9097222222222223,0.9736850061662091,0.0009775161743164062,455,30,"{'error_type': 'missing_values', 'intended_rate': 30, 'actual_rate': np.float64(25.963369963369964), 'cells_corrupted': 4095, 'injection_version': 1, 'seed': 123}"
Breast Cancer,missing_values,high,MLP,dirty,0.9824561403508771,1.0,0.9523809523809523,0.975609756097561,0.9970238095238094,0.9761904761904762,0.9956235827664399,0.13991022109985352,455,30,"{'error_type': 'missing_values', 'intended_rate': 30, 'actual_rate': np.float64(25.963369963369964), 'cells_corrupted': 4095, 'injection_version': 1, 'seed': 123}"
Breast Cancer,missing_values,high,Decision Tree,dirty,0.9298245614035088,0.9722222222222222,0.8333333333333334,0.8974358974358975,0.9039351851851852,0.9097222222222223,0.871588693957115,0.003907203674316406,455,30,"{'error_type': 'missing_values', 'intended_rate': 30, 'actual_rate': np.float64(25.963369963369964), 'cells_corrupted': 4095, 'injection_version': 1, 'seed': 123}"
Breast Cancer,missing_values,high,Random Forest,dirty,0.9473684210526315,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9917328042328042,0.9434523809523809,0.9883606411140418,0.09211301803588867,455,30,"{'error_type': 'missing_values', 'intended_rate': 30, 'actual_rate': np.float64(25.963369963369964), 'cells_corrupted': 4095, 'injection_version': 1, 'seed': 123}"
Breast Cancer,missing_values,high,XGBoost,dirty,0.9912280701754386,1.0,0.9761904761904762,0.9879518072289156,0.996031746031746,0.9880952380952381,0.9947089947089948,0.04418492317199707,455,30,"{'error_type': 'missing_values', 'intended_rate': 30, 'actual_rate': np.float64(25.963369963369964), 'cells_corrupted': 4095, 'injection_version': 1, 'seed': 123}"
Breast Cancer,missing_values,high,LightGBM,dirty,0.9649122807017544,1.0,0.9047619047619048,0.95,0.9957010582010581,0.9523809523809523,0.9943722943722944,0.028321504592895508,455,30,"{'error_type': 'missing_values', 'intended_rate': 30, 'actual_rate': np.float64(25.963369963369964), 'cells_corrupted': 4095, 'injection_version': 1, 'seed': 123}"
Breast Cancer,missing_values,high,Logistic Regression,cleaned,0.956140350877193,0.9302325581395349,0.9523809523809523,0.9411764705882353,0.9966931216931217,0.9553571428571428,0.9949752628324058,0.005859851837158203,455,30,"{'error_type': 'missing_values', 'intended_rate': 30, 'actual_rate': np.float64(25.963369963369964), 'cells_corrupted': 4095, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'KNN imputation', 'reason': 'imputation', 'rows_before': 455, 'rows_after': 455, 'test_transformed': False, 'seed': 123}"
Breast Cancer,missing_values,high,Gaussian Naive Bayes,cleaned,0.9210526315789473,0.9024390243902439,0.8809523809523809,0.891566265060241,0.9867724867724867,0.9126984126984127,0.9789142199421872,0.0009775161743164062,455,30,"{'error_type': 'missing_values', 'intended_rate': 30, 'actual_rate': np.float64(25.963369963369964), 'cells_corrupted': 4095, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'KNN imputation', 'reason': 'imputation', 'rows_before': 455, 'rows_after': 455, 'test_transformed': False, 'seed': 123}"
Breast Cancer,missing_values,high,KNN,cleaned,0.9473684210526315,0.9736842105263158,0.8809523809523809,0.925,0.982308201058201,0.933531746031746,0.9735854824531666,0.0009794235229492188,455,30,"{'error_type': 'missing_values', 'intended_rate': 30, 'actual_rate': np.float64(25.963369963369964), 'cells_corrupted': 4095, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'KNN imputation', 'reason': 'imputation', 'rows_before': 455, 'rows_after': 455, 'test_transformed': False, 'seed': 123}"
Breast Cancer,missing_values,high,MLP,cleaned,0.9649122807017544,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9953703703703703,0.9623015873015872,0.993370260913792,0.13697028160095215,455,30,"{'error_type': 'missing_values', 'intended_rate': 30, 'actual_rate': np.float64(25.963369963369964), 'cells_corrupted': 4095, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'KNN imputation', 'reason': 'imputation', 'rows_before': 455, 'rows_after': 455, 'test_transformed': False, 'seed': 123}"
Breast Cancer,missing_values,high,Decision Tree,cleaned,0.9298245614035088,0.8695652173913043,0.9523809523809523,0.9090909090909091,0.9345238095238094,0.9345238095238095,0.8457012095456031,0.0039038658142089844,455,30,"{'error_type': 'missing_values', 'intended_rate': 30, 'actual_rate': np.float64(25.963369963369964), 'cells_corrupted': 4095, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'KNN imputation', 'reason': 'imputation', 'rows_before': 455, 'rows_after': 455, 'test_transformed': False, 'seed': 123}"
Breast Cancer,missing_values,high,Random Forest,cleaned,0.9736842105263158,1.0,0.9285714285714286,0.9629629629629629,0.9945436507936508,0.9642857142857143,0.9914652876654538,0.08968353271484375,455,30,"{'error_type': 'missing_values', 'intended_rate': 30, 'actual_rate': np.float64(25.963369963369964), 'cells_corrupted': 4095, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'KNN imputation', 'reason': 'imputation', 'rows_before': 455, 'rows_after': 455, 'test_transformed': False, 'seed': 123}"
Breast Cancer,missing_values,high,XGBoost,cleaned,0.9824561403508771,1.0,0.9523809523809523,0.975609756097561,0.9933862433862435,0.9761904761904762,0.9910081053698074,0.04299426078796387,455,30,"{'error_type': 'missing_values', 'intended_rate': 30, 'actual_rate': np.float64(25.963369963369964), 'cells_corrupted': 4095, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'KNN imputation', 'reason': 'imputation', 'rows_before': 455, 'rows_after': 455, 'test_transformed': False, 'seed': 123}"
Breast Cancer,missing_values,high,LightGBM,cleaned,0.9824561403508771,1.0,0.9523809523809523,0.975609756097561,0.9933862433862434,0.9761904761904762,0.991315453384419,0.02734231948852539,455,30,"{'error_type': 'missing_values', 'intended_rate': 30, 'actual_rate': np.float64(25.963369963369964), 'cells_corrupted': 4095, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'KNN imputation', 'reason': 'imputation', 'rows_before': 455, 'rows_after': 455, 'test_transformed': False, 'seed': 123}"
Breast Cancer,label_noise,low,Logistic Regression,dirty,0.9473684210526315,0.9736842105263158,0.8809523809523809,0.925,0.9923941798941799,0.933531746031746,0.9881193771014982,0.0068416595458984375,455,30,"{'error_type': 'label_noise', 'intended_rate': 5, 'actual_rate': 4.835164835164836, 'labels_flipped': 22, 'injection_version': 1, 'seed': 123}"
Breast Cancer,label_noise,low,Gaussian Naive Bayes,dirty,0.9210526315789473,0.9230769230769231,0.8571428571428571,0.8888888888888888,0.9890873015873015,0.9077380952380952,0.9822886030109493,0.0009808540344238281,455,30,"{'error_type': 'label_noise', 'intended_rate': 5, 'actual_rate': 4.835164835164836, 'labels_flipped': 22, 'injection_version': 1, 'seed': 123}"
Breast Cancer,label_noise,low,KNN,dirty,0.9473684210526315,0.9736842105263158,0.8809523809523809,0.925,0.9793320105820105,0.933531746031746,0.9524688737973968,0.0009768009185791016,455,30,"{'error_type': 'label_noise', 'intended_rate': 5, 'actual_rate': 4.835164835164836, 'labels_flipped': 22, 'injection_version': 1, 'seed': 123}"
Breast Cancer,label_noise,low,MLP,dirty,0.9385964912280702,0.9487179487179487,0.8809523809523809,0.9135802469135802,0.9884259259259259,0.9265873015873016,0.9829233733685931,0.1402881145477295,455,30,"{'error_type': 'label_noise', 'intended_rate': 5, 'actual_rate': 4.835164835164836, 'labels_flipped': 22, 'injection_version': 1, 'seed': 123}"
Breast Cancer,label_noise,low,Decision Tree,dirty,0.8947368421052632,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.886904761904762,0.8869047619047619,0.8209029900759224,0.00487971305847168,455,30,"{'error_type': 'label_noise', 'intended_rate': 5, 'actual_rate': 4.835164835164836, 'labels_flipped': 22, 'injection_version': 1, 'seed': 123}"
Breast Cancer,label_noise,low,Random Forest,dirty,0.9649122807017544,1.0,0.9047619047619048,0.95,0.9947089947089947,0.9523809523809523,0.9920765407612321,0.08536791801452637,455,30,"{'error_type': 'label_noise', 'intended_rate': 5, 'actual_rate': 4.835164835164836, 'labels_flipped': 22, 'injection_version': 1, 'seed': 123}"
Breast Cancer,label_noise,low,XGBoost,dirty,0.9473684210526315,0.9736842105263158,0.8809523809523809,0.925,0.9880952380952381,0.933531746031746,0.9862385813946591,0.06470847129821777,455,30,"{'error_type': 'label_noise', 'intended_rate': 5, 'actual_rate': 4.835164835164836, 'labels_flipped': 22, 'injection_version': 1, 'seed': 123}"
Breast Cancer,label_noise,low,LightGBM,dirty,0.956140350877193,0.9743589743589743,0.9047619047619048,0.9382716049382716,0.9877645502645502,0.9454365079365079,0.9860429632412946,0.02709031105041504,455,30,"{'error_type': 'label_noise', 'intended_rate': 5, 'actual_rate': 4.835164835164836, 'labels_flipped': 22, 'injection_version': 1, 'seed': 123}"
Breast Cancer,label_noise,medium,Logistic Regression,dirty,0.956140350877193,0.9512195121951219,0.9285714285714286,0.9397590361445783,0.9933862433862434,0.9503968253968254,0.9902987826903722,0.00678253173828125,455,30,"{'error_type': 'label_noise', 'intended_rate': 10, 'actual_rate': 9.89010989010989, 'labels_flipped': 45, 'injection_version': 1, 'seed': 123}"
Breast Cancer,label_noise,medium,Gaussian Naive Bayes,dirty,0.9035087719298246,0.8974358974358975,0.8333333333333334,0.8641975308641975,0.9824735449735449,0.8888888888888888,0.9707846772558595,0.0009765625,455,30,"{'error_type': 'label_noise', 'intended_rate': 10, 'actual_rate': 9.89010989010989, 'labels_flipped': 45, 'injection_version': 1, 'seed': 123}"
Breast Cancer,label_noise,medium,KNN,dirty,0.9122807017543859,0.8809523809523809,0.8809523809523809,0.8809523809523809,0.9614748677248677,0.9057539682539683,0.949017163720589,0.0,455,30,"{'error_type': 'label_noise', 'intended_rate': 10, 'actual_rate': 9.89010989010989, 'labels_flipped': 45, 'injection_version': 1, 'seed': 123}"
Breast Cancer,label_noise,medium,MLP,dirty,0.9649122807017544,0.975,0.9285714285714286,0.9512195121951219,0.9910714285714286,0.9573412698412699,0.9855380289172228,0.14259099960327148,455,30,"{'error_type': 'label_noise', 'intended_rate': 10, 'actual_rate': 9.89010989010989, 'labels_flipped': 45, 'injection_version': 1, 'seed': 123}"
Breast Cancer,label_noise,medium,Decision Tree,dirty,0.9035087719298246,0.8604651162790697,0.8809523809523809,0.8705882352941177,0.8812830687830686,0.8988095238095237,0.8048666668180569,0.004880428314208984,455,30,"{'error_type': 'label_noise', 'intended_rate': 10, 'actual_rate': 9.89010989010989, 'labels_flipped': 45, 'injection_version': 1, 'seed': 123}"
Breast Cancer,label_noise,medium,Random Forest,dirty,0.9473684210526315,0.95,0.9047619047619048,0.926829268292683,0.9854497354497354,0.9384920634920635,0.983521493476695,0.11369037628173828,455,30,"{'error_type': 'label_noise', 'intended_rate': 10, 'actual_rate': 9.89010989010989, 'labels_flipped': 45, 'injection_version': 1, 'seed': 123}"
Breast Cancer,label_noise,medium,XGBoost,dirty,0.9473684210526315,0.95,0.9047619047619048,0.926829268292683,0.9738756613756614,0.9384920634920635,0.9743540796707196,0.062245845794677734,455,30,"{'error_type': 'label_noise', 'intended_rate': 10, 'actual_rate': 9.89010989010989, 'labels_flipped': 45, 'injection_version': 1, 'seed': 123}"
Breast Cancer,label_noise,medium,LightGBM,dirty,0.9736842105263158,0.975609756097561,0.9523809523809523,0.963855421686747,0.980489417989418,0.9692460317460317,0.9842163766407674,0.02445077896118164,455,30,"{'error_type': 'label_noise', 'intended_rate': 10, 'actual_rate': 9.89010989010989, 'labels_flipped': 45, 'injection_version': 1, 'seed': 123}"
Breast Cancer,label_noise,high,Logistic Regression,dirty,0.9210526315789473,0.9230769230769231,0.8571428571428571,0.8888888888888888,0.984457671957672,0.9077380952380952,0.972864519931067,0.008326530456542969,455,30,"{'error_type': 'label_noise', 'intended_rate': 15, 'actual_rate': 14.945054945054945, 'labels_flipped': 68, 'injection_version': 1, 'seed': 123}"
