n,mean_diff_pp,t_p,wilcoxon_p,ci_lo,ci_hi,d_z,dataset_boot_ci_lo,dataset_boot_ci_hi,model_boot_ci_lo,model_boot_ci_hi,n_dataset_clusters,n_model_clusters,comparison
360,4.461120790812377,2.6945261962772817e-21,2.3027297834622183e-31,3.5959063260964266,5.326335255528327,0.53262927391902,-0.1093861360287317,11.347639951662387,3.6183353305189385,5.2855213326178685,5,8,missing_values_mnar: cleaned vs dirty (KNN imputation)
