Dataset,Error_Type,Severity,Model,Condition,Accuracy,Precision,Recall,F1,AUC,Balanced_Accuracy,AUPRC,Train_Seconds,N_Train_Rows,N_Features,Metadata
Breast Cancer,ambiguous_labels,low,Logistic Regression,dirty,0.9649122807017544,0.9318181818181818,0.9761904761904762,0.9534883720930233,0.9950396825396826,0.9672619047619048,0.9928543040024863,0.005858659744262695,455,30,"{'error_type': 'ambiguous_labels', 'intended_rate': 5, 'ambiguous_labels': 22, 'boundary_method': 'median distance in feature space', 'injection_version': 1, 'split_seed': 100}"
Breast Cancer,ambiguous_labels,low,Gaussian Naive Bayes,dirty,0.9385964912280702,0.8888888888888888,0.9523809523809523,0.9195402298850575,0.9930555555555556,0.941468253968254,0.9892236610894669,0.0009777545928955078,455,30,"{'error_type': 'ambiguous_labels', 'intended_rate': 5, 'ambiguous_labels': 22, 'boundary_method': 'median distance in feature space', 'injection_version': 1, 'split_seed': 100}"
Breast Cancer,ambiguous_labels,low,KNN,dirty,0.956140350877193,0.9302325581395349,0.9523809523809523,0.9411764705882353,0.9942129629629629,0.9553571428571428,0.9870834591764824,0.0009572505950927734,455,30,"{'error_type': 'ambiguous_labels', 'intended_rate': 5, 'ambiguous_labels': 22, 'boundary_method': 'median distance in feature space', 'injection_version': 1, 'split_seed': 100}"
Breast Cancer,ambiguous_labels,low,MLP,dirty,0.956140350877193,0.9111111111111111,0.9761904761904762,0.9425287356321839,0.9963624338624338,0.9603174603174602,0.9946507058107796,0.13969969749450684,455,30,"{'error_type': 'ambiguous_labels', 'intended_rate': 5, 'ambiguous_labels': 22, 'boundary_method': 'median distance in feature space', 'injection_version': 1, 'split_seed': 100}"
Breast Cancer,ambiguous_labels,low,Decision Tree,dirty,0.8859649122807017,0.8085106382978723,0.9047619047619048,0.8539325842696629,0.8898809523809523,0.8898809523809523,0.766597344424892,0.0029366016387939453,455,30,"{'error_type': 'ambiguous_labels', 'intended_rate': 5, 'ambiguous_labels': 22, 'boundary_method': 'median distance in feature space', 'injection_version': 1, 'split_seed': 100}"
Breast Cancer,ambiguous_labels,low,Random Forest,dirty,0.8859649122807017,0.7843137254901961,0.9523809523809523,0.8602150537634409,0.9869378306878307,0.8998015873015872,0.9808517933830718,0.08514285087585449,455,30,"{'error_type': 'ambiguous_labels', 'intended_rate': 5, 'ambiguous_labels': 22, 'boundary_method': 'median distance in feature space', 'injection_version': 1, 'split_seed': 100}"
Breast Cancer,ambiguous_labels,low,XGBoost,dirty,0.9122807017543859,0.82,0.9761904761904762,0.8913043478260869,0.9871031746031746,0.9255952380952381,0.9828143315510337,0.04551410675048828,455,30,"{'error_type': 'ambiguous_labels', 'intended_rate': 5, 'ambiguous_labels': 22, 'boundary_method': 'median distance in feature space', 'injection_version': 1, 'split_seed': 100}"
Breast Cancer,ambiguous_labels,low,LightGBM,dirty,0.9298245614035088,0.8541666666666666,0.9761904761904762,0.9111111111111111,0.9897486772486772,0.939484126984127,0.9848976005320231,0.029901981353759766,455,30,"{'error_type': 'ambiguous_labels', 'intended_rate': 5, 'ambiguous_labels': 22, 'boundary_method': 'median distance in feature space', 'injection_version': 1, 'split_seed': 100}"
Breast Cancer,ambiguous_labels,medium,Logistic Regression,dirty,0.9122807017543859,0.8333333333333334,0.9523809523809523,0.8888888888888888,0.9874338624338624,0.9206349206349206,0.9834352381791408,0.007398128509521484,455,30,"{'error_type': 'ambiguous_labels', 'intended_rate': 10, 'ambiguous_labels': 45, 'boundary_method': 'median distance in feature space', 'injection_version': 1, 'split_seed': 100}"
Breast Cancer,ambiguous_labels,medium,Gaussian Naive Bayes,dirty,0.956140350877193,0.9111111111111111,0.9761904761904762,0.9425287356321839,0.9930555555555556,0.9603174603174602,0.9889787797873508,0.0009715557098388672,455,30,"{'error_type': 'ambiguous_labels', 'intended_rate': 10, 'ambiguous_labels': 45, 'boundary_method': 'median distance in feature space', 'injection_version': 1, 'split_seed': 100}"
Breast Cancer,ambiguous_labels,medium,KNN,dirty,0.9385964912280702,0.8723404255319149,0.9761904761904762,0.9213483146067416,0.9907407407407408,0.9464285714285714,0.9771219400594829,0.001020193099975586,455,30,"{'error_type': 'ambiguous_labels', 'intended_rate': 10, 'ambiguous_labels': 45, 'boundary_method': 'median distance in feature space', 'injection_version': 1, 'split_seed': 100}"
Breast Cancer,ambiguous_labels,medium,MLP,dirty,0.9210526315789473,0.8367346938775511,0.9761904761904762,0.9010989010989011,0.994378306878307,0.9325396825396826,0.9918010116505187,0.14312291145324707,455,30,"{'error_type': 'ambiguous_labels', 'intended_rate': 10, 'ambiguous_labels': 45, 'boundary_method': 'median distance in feature space', 'injection_version': 1, 'split_seed': 100}"
Breast Cancer,ambiguous_labels,medium,Decision Tree,dirty,0.8596491228070176,0.76,0.9047619047619048,0.8260869565217391,0.869047619047619,0.8690476190476191,0.7227067669172933,0.002928495407104492,455,30,"{'error_type': 'ambiguous_labels', 'intended_rate': 10, 'ambiguous_labels': 45, 'boundary_method': 'median distance in feature space', 'injection_version': 1, 'split_seed': 100}"
Breast Cancer,ambiguous_labels,medium,Random Forest,dirty,0.8596491228070176,0.7407407407407407,0.9523809523809523,0.8333333333333334,0.9652777777777778,0.878968253968254,0.9494529634290003,0.09274792671203613,455,30,"{'error_type': 'ambiguous_labels', 'intended_rate': 10, 'ambiguous_labels': 45, 'boundary_method': 'median distance in feature space', 'injection_version': 1, 'split_seed': 100}"
